Date,Actualized Sales,Total IMP,Total Clicks,Total Sales,Total Device Sales,Total SIM Sales,Total Cost,Gross Adds,Total.CPS,Total.CPGA,SEM IMP,SEM Clicks,SEM Device Sales,SEM SIM Sales,SEM Cost,SEM.Gross Adds,SEM.CPS,SEM.CPGA,CPA IMP,CPA Clicks,CPA Device Sales,CPA SIM Sales,CPA Total Sales,CPA.Gross Adds,CPA.CPS,CPA.CPGA,Mid-Funnel Display IMP,Mid-Funnel Display Clicks,Mid-Funnel SEM IMP,Mid-Funnel SEM Clicks,Mid-Funnel Device Sales,Mid-Funnel SIM Sales,Mid-Funnel Cost,Mid.Gross Adds,Mid.CPS,Mid.CPGA
1/1/2014,2074,42959755,84316,2173,1280,893,107267,1980.11,49.36355269,54.17224296,460216,47007,142,106,12261,225.7,49.43951613,54.32432432,6705681,17628,793,493,63373,1174.33,49.27916019,53.96523975,35615006,18656,178852,1025,345,294,31633,580.08,49.50391236,54.5321335
1/2/2014,2482,38850141,91535,2637,1382,1255,130311,2390.93,49.41638225,54.50222298,529948,55930,135,104,11794,217.38,49.34728033,54.25522127,7663758,19423,800,739,76001,1394.93,49.38336582,54.48373754,30451424,15138,205011,1044,447,412,42516,778.62,49.49476135,54.60429992
1/3/2014,2781,38000550,108171,2982,1787,1195,147492,2719.43,49.46076459,54.23636571,554183,77099,226,130,17611,325.54,49.46910112,54.09780672,6552522,17106,1002,728,85541,1575.24,49.44566474,54.30347122,30690492,12926,203353,1040,559,337,44340,818.65,49.48660714,54.16234044
1/4/2014,2099,34945824,81808,2209,1269,940,108830,2010.66,49.26663649,54.12650572,481669,55835,167,107,13529,250.07,49.37591241,54.10085176,5437542,13683,709,549,61925,1144.09,49.22496025,54.12598659,28848298,11320,178315,970,393,284,33376,616.5,49.29985229,54.1378751
1/5/2014,1953,35010683,77935,2086,1201,885,102936,1898.89,49.34611697,54.20851129,449308,50896,154,104,12666,235.24,49.09302326,53.84288386,5872303,14231,692,542,60927,1122.02,49.37358185,54.3011711,28520147,11838,168925,970,355,239,29343,541.63,49.3989899,54.17535956
1/6/2014,2243,38861143,80058,2390,1299,1091,117981,2170.23,49.36443515,54.36336241,470163,52888,170,105,13541,251.15,49.24,53.91598646,5883283,14105,731,641,67685,1244.81,49.33309038,54.37375985,32317288,11976,190409,1089,398,345,36755,674.27,49.46837147,54.51080428
1/7/2014,2128,34080747,63922,2274,1258,1016,112321,2066.44,49.3935796,54.35483247,428675,38435,130,71,9905,183.97,49.27860697,53.84030005,5747450,13654,755,586,66225,1219.52,49.38478747,54.30415245,27721824,10797,182798,1036,373,359,36191,662.95,49.44125683,54.59084396
1/8/2014,2245,30904351,81073,2296,1327,969,113303,2090.41,49.34799652,54.20132893,494718,56756,131,74,10079,187.52,49.16585366,53.74893345,5409085,12180,773,561,65729,1214.69,49.27211394,54.11174868,24791037,10467,209511,1670,423,334,37495,688.2,49.53104359,54.48270851
1/9/2014,2006,34228501,72020,2143,1192,951,105835,1947.85,49.38637424,54.33426599,488064,48409,120,72,9471,175.44,49.328125,53.98426813,5244010,12022,675,552,60524,1114.74,49.32681337,54.2942749,28298576,10259,197851,1330,397,327,35840,657.67,49.50276243,54.49541563
1/10/2014,2186,26529999,70487,2413,1298,1115,119257,2190.17,49.42271032,54.45102435,479277,48337,132,75,10222,189.33,49.38164251,53.99038715,4645861,12317,752,700,71670,1315.88,49.35950413,54.46545278,21149002,8405,255859,1428,414,340,37365,684.96,49.55570292,54.55063069
1/11/2014,1707,23113354,64193,1836,1043,793,90558,1670.33,49.32352941,54.21563404,463400,44470,293,149,21753,405.05,49.21493213,53.70448093,3949557,10653,419,358,38335,705.32,49.33719434,54.35121647,18437279,7445,263118,1625,331,286,30470,559.96,49.38411669,54.41460104
1/12/2014,1639,23275566,61205,1747,1009,738,86185,1590.52,49.33314253,54.18668109,436739,42301,294,142,21441,399.9,49.1766055,53.61590398,3854576,9733,393,337,35997,662.61,49.3109589,54.32607416,18692970,7673,291281,1498,322,259,28747,528.01,49.47848537,54.44404462
1/13/2014,1945,25831667,66352,2093,1077,1016,103490,1896.3,49.44577162,54.5746981,462897,46771,300,195,24393,451.65,49.27878788,54.008635,4266425,9931,432,465,44331,810.63,49.42140468,54.68709522,20794082,8023,308263,1627,345,356,34766,634.02,49.59486448,54.83423236
1/14/2014,1899,26633259,67212,2026,1138,888,99783,1842.28,49.25123396,54.16277656,468837,46681,343,156,24469,458.14,49.03607214,53.40943816,4235580,10913,426,420,41691,765.84,49.28014184,54.43826387,21512813,7972,416029,1646,369,312,33623,618.3,49.37298091,54.37975093
1/15/2014,2047,26222379,64628,2209,1257,952,108983,2009.82,49.3358986,54.225254,471266,44558,365,171,26372,491.87,49.20149254,53.61579279,4289613,10271,428,415,41538,763.37,49.27402135,54.41398011,21007780,8142,453720,1657,464,366,41073,754.58,49.48554217,54.43160434
1/16/2014,2076,26490651,64394,2224,1253,971,109723,2022.59,49.33588129,54.24876025,477833,44361,343,218,27673,512.08,49.32798574,54.04038431,4221508,9891,485,414,44238,816.08,49.2080089,54.20792079,21374650,8415,416660,1727,425,339,37812,694.43,49.4921466,54.45041257
1/17/2014,1955,23858783,57921,2247,1230,1017,111000,2040.99,49.39919893,54.3853718,461627,40208,332,168,24702,458.24,49.404,53.90625,3490958,8503,465,554,50290,919.08,49.35230618,54.71776124,19464813,7530,441385,1680,433,295,36008,663.67,49.46153846,54.25588018
1/18/2014,1700,21991009,52911,1845,1049,796,90941,1678.58,49.29051491,54.17734037,439751,36530,354,193,26929,500.67,49.23034735,53.78592686,3126204,8041,374,291,32729,604.73,49.21654135,54.12167414,17953451,6637,471603,1703,321,312,31283,573.18,49.42022117,54.57796853
1/19/2014,1452,22337987,51332,1566,922,644,77274,1426.96,49.34482759,54.15288445,432152,34529,255,144,19684,364.98,49.33333333,53.93172229,3132098,7797,335,262,29421,542.84,49.28140704,54.19829047,18261727,7281,512010,1725,332,238,28169,519.14,49.41929825,54.26089302
1/20/2014,1779,24505208,55628,1904,1072,832,93847,1731.52,49.28939076,54.1992007,450014,37227,293,174,23019,426.8,49.29122056,53.9339269,3664155,8750,377,332,34927,643.22,49.26234133,54.30023942,19877292,7885,513747,1766,402,326,35901,661.5,49.31456044,54.27210884
1/21/2014,1636,28293415,74577,1727,972,755,84932,1570.53,49.17892299,54.07855947,499553,51965,115,99,10551,194.23,49.30373832,54.32219534,4342054,10281,521,381,44214,821.21,49.01773836,53.84006527,22989318,10579,462490,1752,336,275,30167,555.09,49.37315876,54.34614207
1/22/2014,1777,28588840,65005,1932,1085,847,95084,1756.79,49.21532091,54.12371427,465885,40626,133,85,10725,198.97,49.19724771,53.90259838,4986160,11448,551,458,49576,916.4,49.13379584,54.09864688,22685702,11179,451093,1752,401,304,34783,641.42,49.33758865,54.22811886
1/23/2014,2756,32757915,67687,2925,2113,812,144826,2692.66,49.51316239,53.78547607,504794,41114,209,73,13943,259.97,49.44326241,53.63311151,5001364,12242,1178,456,80849,1504.04,49.47919217,53.7545544,26814804,12568,436953,1763,726,283,50034,928.65,49.5877106,53.87821031
1/24/2014,2344,31351946,68795,2495,1736,759,123207,2292.17,49.38156313,53.75124882,497772,41304,135,81,10660,197.37,49.35185185,54.01023458,5249870,12261,993,361,66783,1247.49,49.32274742,53.53389606,25191926,13494,412378,1736,608,317,45764,847.31,49.47459459,54.0109287
1/25/2014,1516,28357094,64757,1615,980,635,79506,1473.65,49.22972136,53.95175245,502310,38455,120,66,9156,170.22,49.22580645,53.78921396,5194760,12927,491,310,39326,731.24,49.09612984,53.77988075,22227601,11707,432423,1668,369,259,31024,572.19,49.40127389,54.21975218
1/26/2014,1459,28449663,61820,1555,974,581,76614,1421.03,49.26945338,53.91441419,491535,36302,101,62,8048,148.88,49.37423313,54.05695862,5152140,12435,492,265,37240,693.03,49.19418758,53.73504754,22338359,11362,467629,1721,381,254,31326,579.12,49.33228346,54.09241608
1/27/2014,2433,33541754,72536,2575,1766,809,127368,2363.87,49.46330097,53.8811356,500553,43331,173,98,13437,247.88,49.58302583,54.20768114,6464733,14092,1053,417,72617,1352.61,49.39931973,53.68657632,26063841,13336,512627,1777,540,294,41314,763.38,49.53717026,54.11983547
1/28/2014,2551,30084892,71582,2674,1854,820,132315,2456.16,49.48204936,53.87067618,512218,41833,162,83,12088,224.49,49.33877551,53.8464965,6257972,14562,1134,383,75030,1399.17,49.45945946,53.6246489,22793444,13244,521258,1943,558,354,45197,832.5,49.55811404,54.29069069
1/29/2014,2033,24652533,73769,2157,1454,703,106509,1978.37,49.3783032,53.83674439,511613,46260,150,95,12086,223.65,49.33061224,54.03979432,5897387,13676,764,322,53566,998.3,49.32412523,53.65721727,17743355,11907,500178,1926,540,286,40857,756.42,49.46368039,54.01364321
1/30/2014,1826,28160899,90403,1961,1238,723,96558,1792.73,49.23916369,53.86087141,562882,57818,152,101,12485,230.75,49.34782609,54.10617551,6012730,18487,640,362,49240,916.54,49.14171657,53.72378729,21066776,12093,518511,2005,446,260,34833,645.44,49.33852691,53.96783589
1/31/2014,2441,23344234,106407,2627,1724,903,129650,2406.17,49.352874,53.88231089,733909,76226,304,164,23137,428.44,49.43803419,54.00289422,5744486,15272,870,455,65285,1213.65,49.27169811,53.79227949,16063305,11266,802534,3643,550,284,41228,764.08,49.43405276,53.95770076
2/1/2014,1813,23157617,100888,1770,1118,652,87364,1618.16,49.35819209,53.98971672,756984,71614,186,115,14946,274.89,49.65448505,54.37083924,5507694,14078,552,283,41077,765.09,49.19401198,53.68910847,16051916,11384,841023,3812,380,254,31341,578.18,49.43375394,54.20630254
2/2/2014,1602,24108359,97818,1685,1068,617,83122,1540.71,49.3305638,53.95045142,720671,68849,170,144,15530,285.08,49.45859873,54.47593658,5982259,13828,495,254,36893,686.28,49.25634179,53.75794137,16596620,11129,808809,4012,403,219,30699,569.35,49.35530547,53.91938175
2/3/2014,2297,27451928,107821,2486,1583,903,122706,2273.63,49.35880933,53.96920343,857509,76578,285,145,21229,394.05,49.36976744,53.87387387,6117553,13277,756,451,59523,1103.01,49.31483016,53.96415264,19634940,13784,841926,4182,542,307,41954,776.57,49.41578327,54.02474986
2/4/2014,2072,28134327,120170,2185,1409,776,107639,1999.58,49.26270023,53.83080447,794253,82178,252,152,19932,369.12,49.33663366,53.99869961,5927614,12124,639,386,50466,936.48,49.23512195,53.88903127,20874975,23669,537485,2199,518,238,37241,693.98,49.26058201,53.66292977
2/5/2014,2092,30071068,100886,2202,1492,710,108555,2020.18,49.29836512,53.73531071,707654,64755,263,123,19061,354.23,49.38082902,53.80967168,6464891,11641,670,342,49832,927.34,49.24110672,53.73649363,22387534,22445,510989,2045,559,245,39662,738.61,49.33084577,53.69816277
2/6/2014,2443,28439448,109958,2571,1697,874,126982,2355.56,49.39012058,53.90735112,757118,74110,272,171,21933,404.45,49.51015801,54.22920015,6171634,13578,743,363,54512,1014.23,49.2875226,53.74717766,20958634,20395,552062,1875,682,340,50537,936.88,49.44911937,53.94180685
2/7/2014,2677,25001688,104911,2836,1909,927,140033,2600.95,49.37693935,53.83917415,785254,72880,356,166,25854,479.06,49.52873563,53.9681877,5314591,11104,809,436,61353,1139.78,49.27951807,53.82880907,18385156,19099,516687,1828,744,325,52826,982.11,49.41627689,53.78827219
2/8/2014,2625,22084900,99715,2770,1883,887,136656,2541.71,49.33429603,53.76537843,788265,69404,387,181,28058,521.25,49.39788732,53.82829736,4687008,9724,809,392,59127,1101.5,49.23147377,53.67862006,16057816,18742,551811,1845,687,314,49471,918.96,49.42157842,53.83368155
2/9/2014,2451,22959492,102458,2566,1725,841,126691,2353.17,49.37295401,53.83843921,789660,71992,377,145,25756,480.53,49.34099617,53.59915094,4588272,9801,659,426,53502,990.08,49.31059908,54.03805753,17074672,18741,506888,1924,689,270,47433,882.56,49.46089677,53.74478789
2/10/2014,3441,24879025,107650,3562,2503,1059,176230,3274.15,49.47501404,53.82465678,805333,77962,552,193,36838,686.79,49.44697987,53.63793882,5551872,10608,998,464,72237,1341.8,49.40971272,53.83589209,17980077,17068,541743,2012,953,402,67155,1245.56,49.56088561,53.91550788
2/11/2014,3466,26077192,105082,3612,2489,1123,178707,3316.67,49.47591362,53.88145339,751283,74558,500,190,34181,635.3,49.53768116,53.80292775,5878064,11070,948,519,72392,1342.65,49.3469666,53.91725319,18937912,17546,509933,1908,1041,414,72134,1338.72,49.5766323,53.88281343
2/12/2014,4162,28393336,109923,4311,3211,1100,213387,3975.34,49.49826026,53.67767285,804620,78045,759,241,49592,923.13,49.592,53.72157768,5848801,11247,1236,470,84217,1570.74,49.36518171,53.61612998,21143169,18641,596746,1990,1216,389,79578,1481.47,49.58130841,53.7155663
2/13/2014,3805,28132527,107481,3960,2829,1131,195915,3643.23,49.47348485,53.7750842,804249,76199,657,252,45065,836.82,49.57645765,53.85268039,5262325,11221,1072,504,77779,1446.16,49.35215736,53.7831222,21491783,18120,574170,1941,1100,375,73071,1360.25,49.53966102,53.71880169
2/14/2014,3257,27764997,103288,3389,2342,1047,167454,3112.37,49.4110357,53.80272911,761447,72285,467,207,33345,619.07,49.47329377,53.86305264,5215437,10173,862,455,64899,1206.13,49.27790433,53.80763268,21257395,18981,530718,1849,1013,385,69210,1287.17,49.50643777,53.76912141
2/15/2014,2934,23158863,103623,3093,2097,996,152863,2837.7,49.42224378,53.868626,843246,75115,467,201,33044,613.85,49.46706587,53.83074041,4508957,10994,737,423,57192,1060.79,49.30344828,53.91453539,17242621,15461,564039,2053,893,372,62627,1163.06,49.50750988,53.84674909
2/16/2014,3001,25844541,100868,3145,2174,971,155479,2888.33,49.43688394,53.83006789,827790,72117,400,199,29670,549.13,49.53255426,54.03092164,5084119,11019,816,381,59018,1098.51,49.30492899,53.72550091,19357251,15719,575381,2013,958,391,66791,1240.69,49.51148999,53.8337538
2/17/2014,3136,26090271,103044,3258,2183,1075,160831,2987.27,49.36494782,53.83878926,746439,74384,426,214,31655,586.62,49.4609375,53.96167877,4967787,11606,813,520,65641,1216.62,49.24306077,53.9535763,19817671,15028,558374,2026,944,341,63535,1184.03,49.44357977,53.65995794
2/18/2014,2499,33893540,107469,2638,1617,1021,130192,2408.25,49.3525398,54.06083255,727978,77018,304,168,23361,431.92,49.49364407,54.08640489,6199448,12402,648,487,55849,1032.81,49.2061674,54.07480563,26412747,16231,553367,1818,665,366,50982,943.52,49.44907856,54.03383076
2/19/2014,2513,32746733,103723,2636,1584,1052,130334,2404.2,49.44385432,54.21096415,727370,73500,297,208,25066,460.14,49.63564356,54.47472508,6353662,12615,619,477,54029,996.85,49.29653285,54.19972915,25092369,15733,573332,1875,668,367,51239,947.21,49.50628019,54.09465694
2/20/2014,2754,34454584,104263,2956,1773,1183,146088,2695.83,49.42083897,54.19036067,753865,73375,356,226,28859,531.26,49.58591065,54.321801,6412089,11985,674,531,59356,1095.53,49.25809129,54.1801685,26743973,16760,544657,2143,743,426,57873,1069.04,49.50641574,54.13548604
2/21/2014,2488,32682535,102735,2631,1654,977,129906,2404.75,49.37514253,54.02058426,759949,74104,296,180,23615,434.84,49.61134454,54.30733143,5785072,10664,664,449,54698,1014.79,49.14465409,53.90080706,25594077,15826,543437,2141,694,348,51593,955.12,49.5134357,54.01729626
2/22/2014,2178,29583740,95593,2329,1445,884,114939,2127.38,49.3512237,54.02842934,731829,68472,271,207,23655,434.83,49.4874477,54.40057034,5040595,10454,564,364,45611,846.84,49.14978448,53.86023334,23288990,14643,522326,2024,610,313,45673,845.71,49.48320693,54.00551016
2/23/2014,1988,30299310,96914,2082,1313,769,102911,1903.25,49.42891451,54.07119401,754254,68842,229,173,19920,365.77,49.55223881,54.46045329,5110260,10655,530,272,39543,734.84,49.30548628,53.81171411,23883775,15317,551021,2100,554,324,43448,802.64,49.48519362,54.13136649
2/24/2014,2417,35438421,109227,2557,1470,1087,126326,2327.49,49.40398905,54.27563599,844502,76690,254,176,21282,391.88,49.49302326,54.30744105,6633865,14138,574,536,54714,1005.88,49.29189189,54.39416233,27374700,16173,585354,2226,642,375,50330,929.73,49.48869223,54.13399589
2/25/2014,2281,34792839,106005,2394,1476,918,118111,2186.1,49.33625731,54.02817803,827718,72927,250,148,19706,363.76,49.51256281,54.17308115,7011524,14778,663,428,53631,995.58,49.15765353,53.86910143,26382681,16155,570916,2145,563,342,44774,826.76,49.47403315,54.15598239
2/26/2014,2423,36497084,112579,2555,1472,1083,125768,2325.89,49.22426614,54.0730645,826881,78453,252,132,18982,351.72,49.43229167,53.9690663,7202508,16371,620,618,60621,1120.46,48.96688207,54.10367171,27894685,15704,573010,2051,600,333,46165,853.71,49.48017149,54.07574001
2/27/2014,2371,34880654,115162,2506,1412,1094,123632,2279.06,49.33439745,54.24692636,816674,79867,234,177,20323,373.95,49.44768856,54.34683781,6787792,15092,595,560,56809,1046.5,49.18528139,54.28475872,26741712,18197,534476,2006,583,357,46500,858.61,49.46808511,54.15730075
2/28/2014,2654,39888843,114003,2859,1707,1152,141299,2606.82,49.42252536,54.20358905,823671,79554,253,207,22842,417.91,49.65652174,54.65770142,7176179,15478,718,550,62383,1153.42,49.19794953,54.08524215,31384452,16910,504541,2061,736,395,56074,1035.49,49.57913351,54.15214053
3/1/2014,2303,32379918,110720,2330,1329,1001,114952,2120.13,49.33562232,54.21931674,815672,77610,221,148,18235,336.5,49.41734417,54.19019316,6926581,15899,560,495,51915,957.05,49.20853081,54.2448148,24137706,15139,499959,2072,548,358,44802,826.58,49.45033113,54.20165017
3/2/2014,2212,35152999,111674,2223,1334,889,109875,2027.39,49.42645074,54.19529543,822966,76704,223,131,17485,323.59,49.39265537,54.03442628,7714246,17058,593,460,52021,957.62,49.40265907,54.32321798,26090304,15689,525483,2223,518,298,40369,746.18,49.47181373,54.10088719
3/3/2014,2949,35270713,117739,2984,1800,1184,147430,2722.08,49.40683646,54.16078881,859045,83043,266,176,21756,403.16,49.22171946,53.96368687,7981682,17206,783,584,67422,1244.1,49.32114119,54.19339281,25875062,15186,554924,2304,751,424,58252,1074.82,49.57617021,54.19698182
3/4/2014,2683,34387738,107077,2717,1687,1030,134312,2481.88,49.43393449,54.11704031,806747,74356,280,140,20744,385,49.39047619,53.88051948,7593959,16479,728,525,61846,1141.07,49.35833998,54.20000526,25426688,14147,560344,2095,679,365,51722,955.81,49.54214559,54.11326519
3/5/2014,2447,33296447,120894,2489,1542,947,122951,2273.37,49.3977501,54.08314529,822033,88527,245,109,17483,325.13,49.38700565,53.77233722,7261421,15902,689,496,58457,1079.18,49.33080169,54.16797939,24644946,13889,568047,2576,608,342,47011,869.06,49.48526316,54.09407866
3/6/2014,2285,33071826,92272,2323,1370,953,114674,2116.91,49.36461472,54.17046544,685717,60393,257,115,18343,341.63,49.30913978,53.6925914,7360378,14999,544,520,52440,963.76,49.28571429,54.41188678,24444302,15468,581429,1412,569,318,43891,811.52,49.48252537,54.08492705
3/7/2014,2339,29162804,101495,2365,1343,1022,116495,2151.56,49.25792812,54.14443474,710734,72027,139,143,13830,255.07,49.04255319,54.22041008,6170057,13557,600,540,56109,1033.8,49.21842105,54.27452118,21708709,14022,573304,1889,604,339,46556,862.69,49.37009544,53.96608283
3/8/2014,2076,28825644,94244,2089,1214,875,102899,1902.41,49.25753949,54.0887611,694465,66171,138,85,10979,203.67,49.23318386,53.90582806,5680429,12691,594,470,52338,967.26,49.18984962,54.10954655,21917933,13553,532817,1829,482,320,39582,731.48,49.35411471,54.11221086
3/9/2014,1818,25973379,91556,1829,1089,740,90089,1667.46,49.25587753,54.02768282,693863,65010,141,98,11766,217.8,49.23012552,54.02203857,5439481,11985,519,385,44472,822.81,49.19469027,54.04892989,19297041,12841,542994,1720,429,257,33851,626.85,49.34548105,54.00175481
3/10/2014,2347,26764059,95683,2350,1265,1085,115821,2133.05,49.28553191,54.29830524,719622,68470,223,124,17079,317.5,49.21902017,53.79212598,6319923,12222,573,599,57739,1059.75,49.26535836,54.48360462,19081761,13094,642753,1897,469,362,41003,755.8,49.34175692,54.25112464
3/11/2014,2143,26539554,89533,2166,1195,971,106724,1968.07,49.27239151,54.22774596,666675,63246,166,149,15510,285.67,49.23809524,54.29341548,5904944,11458,496,499,49000,900.37,49.24623116,54.42207093,19399925,12987,568010,1842,533,323,42214,782.03,49.31542056,53.98002634
3/12/2014,2145,27650079,96622,2164,1273,891,106643,1971.79,49.28049908,54.0843599,688152,68148,231,130,17820,330.24,49.36288089,53.96075581,6032804,12377,570,484,51862,956.88,49.20493359,54.19906362,20335327,14207,593796,1890,472,277,36961,684.67,49.34712951,53.98367097
3/13/2014,2218,25545651,99103,2238,1264,974,110244,2035.54,49.26005362,54.15958419,705308,70705,239,133,18260,340.37,49.08602151,53.64750125,5371614,11001,536,530,52465,964.94,49.21669794,54.37125624,18930196,15449,538533,1948,489,311,39519,730.23,49.39875,54.11856538
3/14/2014,2246,29418726,109234,2254,1263,991,111023,2049.39,49.25598935,54.17368095,737165,82678,206,146,17372,320.66,49.35227273,54.17576249,5908632,11054,556,539,53818,991.57,49.14885845,54.27554283,22191598,13030,581331,2472,501,306,39833,737.16,49.35935564,54.03575886
3/15/2014,1907,21874354,99790,1923,1141,782,94589,1752.88,49.18824753,53.96205102,701802,75433,193,102,14507,270.16,49.17627119,53.69780871,5035984,10402,531,428,47079,871.5,49.09176225,54.02065404,15593846,11647,542722,2308,417,252,33003,611.22,49.33183857,53.99528811
3/16/2014,2524,24383188,107359,2552,1757,795,124724,2343.23,48.87304075,53.22738272,740245,80879,223,136,17657,327.94,49.18384401,53.84216625,5649786,11458,752,405,56656,1059.23,48.96802074,53.48791103,17458145,12492,535012,2530,782,254,50411,956.06,48.65926641,52.72786227
3/17/2014,2674,30454624,84708,2708,1750,958,132707,2478.46,49.00553914,53.54413628,606260,59156,201,136,16600,307.26,49.25816024,54.0259064,5965869,11411,658,529,58229,1078.75,49.05560236,53.97821553,23356524,12806,525971,1335,891,293,57878,1092.45,48.88344595,52.97999908
3/18/2014,2202,25973665,101716,2231,1365,866,110087,2036.52,49.34424025,54.0564296,658242,77049,193,155,17160,316.27,49.31034483,54.25743826,5007182,11041,661,422,53368,988.48,49.27793167,53.98996439,19830529,11737,477712,1889,511,289,39559,731.77,49.44875,54.05933558
3/19/2014,2115,25178127,88764,2142,1199,943,105711,1947.47,49.35154062,54.2811956,618147,67069,174,170,17020,311.46,49.47674419,54.64586143,5064111,10429,572,469,51248,945.71,49.22958694,54.18997367,18981138,9467,514731,1799,453,304,37443,690.3,49.46235139,54.24163407
3/20/2014,1934,24807256,89556,1950,1061,889,96266,1770.77,49.36717949,54.36392078,599931,64187,197,121,15723,290.45,49.44339623,54.13324152,5153828,10295,475,441,45127,830.17,49.26528384,54.3587458,18558774,13291,494723,1783,389,327,35416,650.15,49.46368715,54.47358302
3/21/2014,1914,19801720,91048,1932,1011,921,95127,1751.61,49.23757764,54.30832206,557262,66387,151,137,14210,261.13,49.34027778,54.41734002,4623604,9272,450,472,45270,833.64,49.09978308,54.30401612,14129585,13606,491269,1783,410,312,35647,656.84,49.37257618,54.27044638
3/22/2014,1597,20720122,83697,1631,848,783,80157,1478.33,49.14592275,54.2213173,496713,59909,144,117,12861,237.15,49.27586207,54.23149905,4401831,9218,393,407,39253,723.51,49.06625,54.2535694,15330026,12893,491552,1677,311,259,28043,517.67,49.19824561,54.17157649
3/23/2014,1452,21375897,84306,1468,827,641,72205,1335.05,49.1859673,54.0841167,508802,61295,130,106,11471,214.42,48.6059322,53.49780804,4683136,9687,408,365,38122,701.07,49.31694696,54.37688105,15700971,11584,482988,1740,289,170,22612,419.56,49.26361656,53.8945562
3/24/2014,1951,22767909,88866,1999,1096,903,98280,1815.85,49.16458229,54.12341328,524175,67101,145,136,13888,254.62,49.42348754,54.54402639,5013412,9929,515,474,48555,896.48,49.0950455,54.16183295,16704850,10015,525472,1821,436,293,35837,664.75,49.15912209,53.91049267
3/25/2014,1971,23126044,99568,2071,1270,801,101535,1890.67,49.02704008,53.70318459,557965,76773,183,130,15396,285.12,49.1884984,53.9983165,5177309,10858,603,410,49586,923.52,48.94965449,53.69239432,16844333,10022,546437,1915,484,261,36553,682.03,49.06442953,53.59441667
3/26/2014,2022,21918399,98127,2141,1197,944,105156,1946.46,49.11536665,54.0242286,616623,69238,191,134,15993,296.12,49.20923077,54.00851006,4961328,10488,569,471,51002,944.63,49.04038462,53.9915099,15248719,9984,1091729,8417,437,339,38161,705.71,49.17654639,54.07461989
3/27/2014,2065,21105603,88734,2159,1225,934,106078,1964.08,49.13293191,54.00900167,473057,63615,160,134,14384,266.98,48.92517007,53.87669488,4646858,13342,619,495,54719,1012.51,49.11938959,54.04292303,15486391,10074,499297,1703,446,305,36975,684.59,49.23435419,54.0104296
3/28/2014,1980,21015689,85994,2077,1222,855,101896,1892.53,49.05922003,53.84115443,482122,62599,164,115,13765,254.21,49.33691756,54.14814523,4849129,10305,599,474,52589,975.44,49.0111836,53.91310588,15245259,11499,439179,1591,459,266,35542,662.88,49.02344828,53.61754767
3/29/2014,1753,19279262,85356,1800,1051,749,88261,1639.57,49.03388889,53.83179736,463862,59611,162,120,13881,256.68,49.22340426,54.07900888,4727238,10130,492,400,43636,810.48,48.91928251,53.83969993,13668403,14017,419759,1598,397,229,30744,572.41,49.11182109,53.7097535
3/30/2014,1626,23395727,84210,1689,1001,688,82862,1539.5,49.0597987,53.82396882,445274,58426,139,111,12318,227.23,49.272,54.20939137,5216969,10303,483,358,41194,765.48,48.98216409,53.81459999,17312124,13913,421360,1568,379,219,29350,546.79,49.08026756,53.67691435
3/31/2014,1992,22488786,85489,2091,1227,864,102657,1905.06,49.09469154,53.88649176,485023,62767,177,127,14965,276.87,49.22697368,54.05063748,5124082,9267,587,478,52175,967.64,48.99061033,53.91984622,16408191,11589,471490,1866,463,259,35517,660.55,49.19252078,53.76882901
4/1/2014,2053,27097366,95482,2125,1436,689,106678,1949.27,50.20141176,53.60109169,518067,69359,184,127,15641,283.45,50.2926045,53.96013406,6185525,11289,649,324,48747,891.94,50.09969168,53.52265847,19863901,12839,529873,1995,603,238,42290,773.88,50.28537455,53.55998346
4/2/2014,1842,26048395,90537,1904,1250,654,95487,1743.98,50.15073529,53.56024725,498988,63540,180,98,13977,254.46,50.27697842,53.83557337,6912010,12672,606,349,47859,873.27,50.11413613,53.67068604,18139912,12291,497485,2034,464,207,33651,616.25,50.15052161,53.29006085
4/3/2014,2196,24293225,89585,2252,1448,804,113107,2060.6,50.22513321,53.76346695,502897,64312,202,142,17320,313.42,50.34883721,54.16374194,6554636,12201,676,391,53520,975.61,50.15932521,53.72843657,16863080,11286,372612,1786,570,271,42267,771.57,50.25802616,53.64516505
4/4/2014,1955,26510927,90506,2003,1328,675,100670,1835.57,50.25961058,53.73371759,497007,62880,169,128,14965,270.22,50.38720539,54.2816964,6756104,12258,635,338,48850,890.96,50.20554985,53.69713567,18909038,13644,348778,1724,524,209,36855,674.39,50.27967258,53.56247868
4/5/2014,1551,22936484,79092,1601,1024,577,80293,1464.55,50.15178014,53.7072821,449733,55020,142,110,12687,229.18,50.3452381,54.25866131,5994426,10883,512,273,39299,718.79,50.06242038,53.58171371,16150901,11546,341424,1643,370,194,28307,516.58,50.18971631,53.63738434
4/6/2014,1558,24506147,79007,1598,991,607,80227,1459.63,50.20463079,53.84515254,452146,53482,155,94,12495,227.48,50.18072289,53.83330403,6610028,11867,439,325,38375,695.41,50.22905759,54.03431069,17086549,12053,357424,1605,397,188,29357,536.74,50.18290598,53.60509744
4/7/2014,1838,26344208,86597,1899,1189,710,95275,1735.36,50.17114271,53.74734925,492591,59691,164,104,13469,244.64,50.25746269,53.96092217,7268538,12642,626,394,51163,931.22,50.15980392,53.84656687,18241509,12559,341570,1705,399,212,30643,559.5,50.15220949,53.48882931
