Date,Actualized Sales,Total IMP,Total Clicks,Total Sales,Total Device Sales,Total SIM Sales,Total Cost,Gross Adds,Total.CPS,Total.CPGA,SEM IMP,SEM Clicks,SEM Device Sales,SEM SIM Sales,SEM Cost,SEM.Gross Adds,SEM.CPS,SEM.CPGA,CPA IMP,CPA Clicks,CPA Device Sales,CPA SIM Sales,CPA Total Sales,CPA.Gross Adds,CPA.CPS,CPA.CPGA,Mid-Funnel Display IMP,Mid-Funnel Display Clicks,Mid-Funnel SEM IMP,Mid-Funnel SEM Clicks,Mid-Funnel Device Sales,Mid-Funnel SIM Sales,Mid-Funnel Cost,Mid.Gross Adds,Mid.CPS,Mid.CPGA
1/5/2015,1689,12469885,81013,1689,969,720,90102,1588.47,53.31192661,58.53179475,367430,45824,198,124,17194,216.55,53.3164557,58.35142,8808078,23136,622,532,61550,1171.55,53.29868115,58.64197004,2667506,9554,626871,2499,149,64,11358,200.37,53.3853211,58.08254729
1/6/2015,1439,12552592,81472,1439,829,610,76755,1346.86,53.31237323,58.54283296,362654,45083,167,87,13530,194.03,53.25943396,58.19203216,8782412,24719,554,456,53868,1005.24,53.29683258,58.58600931,2771998,9230,635528,2440,108,67,9357,147.59,53.48765432,58.7099397
1/7/2015,1535,12143747,80801,1535,817,718,81865,1439.5,53.29842271,58.68565474,351839,44797,165,119,15135,209.62,53.23478261,58.41045702,8616598,24743,565,516,57650,1067.43,53.28996599,58.71017303,2606639,8919,568671,2342,87,83,9080,162.45,53.43575419,58.87965528
1/8/2015,1725,11639660,82053,1725,899,826,92090,1615.34,53.33688939,58.80681466,356766,47290,158,163,17165,207.28,53.42358079,59.02161328,8230789,23290,630,557,63323,1207.6,53.29526672,58.74130507,2498276,9283,553829,2190,111,106,11602,200.46,53.49773756,58.9793475
1/9/2015,1618,10960644,78350,1618,835,783,86323,1532.84,53.29982259,58.79935284,347761,45674,179,182,19323,267.98,53.15824916,58.91484439,7656788,22809,533,500,55031,1040.66,53.2929381,58.73868507,2391450,7681,564645,2186,123,101,11969,224.2,53.50202429,58.94290812
1/10/2015,1292,9424937,76427,1292,701,591,68864,1128.48,53.31672026,58.77463491,342158,43456,417,361,41488,186.47,53.35121951,58.65286641,6421203,22295,234,178,21924,774.2,53.264637,58.75484371,2141786,8580,519790,2096,50,52,5452,167.81,53.51891892,59.00125142
1/11/2015,1259,9335344,74272,1259,647,612,67190,1106.41,53.39918033,58.88142732,328753,41775,321,355,36143,184.38,53.47783251,58.8784033,6375576,21839,254,212,24823,771.83,53.40140845,58.94821398,2093943,8552,537072,2106,72,45,6224,150.2,53.29090909,58.54194407
1/12/2015,1435,10635433,75521,1435,688,747,76617,1329.65,53.34285714,58.97341406,343344,44447,139,157,15841,193.91,53.39069767,59.19756588,7596177,21474,467,503,51710,971.17,53.27958993,58.86610995,2126073,7461,569839,2139,82,87,9066,164.57,53.65934066,59.34252902
1/13/2015,1410,10392445,71610,1410,680,730,75327,1326.45,53.35607094,58.96942968,338860,41108,157,142,15977,217.1,53.14644351,58.50760018,7136848,20641,452,504,51054,944.43,53.36842105,59.05149138,2294194,7730,622543,2131,71,84,8296,164.92,53.56043956,59.10744603
1/14/2015,1472,11955075,85598,1472,757,715,78517,1381.04,53.29593176,58.81292359,344433,41808,141,130,14485,202.65,53.38839286,59.01307673,6687161,20437,510,474,52444,977.03,53.25162488,58.70034697,4379532,21190,543949,2163,106,111,11588,201.36,53.41704036,59.15772745
1/15/2015,1586,11717600,82116,1586,837,749,84671,1461.63,53.39230292,58.84868264,347160,42833,231,209,23531,236.52,53.43678161,58.96752917,5924087,16594,512,458,51730,1033.04,53.35676626,58.77797568,4879978,20632,566375,2057,94,82,9410,192.07,53.52830189,59.08262613
1/16/2015,1372,12240445,95574,1372,719,653,73165,1264.61,53.21577061,58.70268304,339757,43121,316,309,33392,219.39,53.47736626,59.23241716,5480785,14981,320,278,31825,855.41,53.09862142,58.53567295,5894040,35410,525863,2062,83,66,7948,189.81,53.44019139,58.84305358
1/17/2015,1217,10615343,109356,1217,665,552,64818,1124,53.22716249,58.57829181,322365,39472,140,127,14285,188.38,53.49519231,59.06677991,4734350,14035,421,337,40320,753.12,53.15338164,58.4382303,5066591,53797,492037,2052,104,88,10213,182.5,53.25373134,58.65205479
1/18/2015,1097,10726913,104088,1097,642,455,58369,1038.88,53.17734855,58.30221007,316379,38652,158,113,14446,204.92,53.28,58.50087839,4840171,14743,366,267,33665,652.22,53.13706294,58.25181687,5074142,48574,496221,2119,118,75,10258,181.74,53.20603015,58.25905139
1/19/2015,1287,12066618,121741,1287,691,596,68609,1193.02,53.28082192,58.68384436,326803,41106,137,99,12598,181.84,53.365,58.69445667,5338249,15772,450,401,45343,825.83,53.23982398,58.60164925,5855535,62665,546031,2198,104,96,10668,185.35,53.3804878,59.03965471
1/20/2015,1385,11345074,96070,1385,669,716,73977,1273.33,53.3359375,58.97685596,313302,38951,146,129,14689,200.74,53.33484163,58.71774435,4701177,14243,402,449,45440,795.67,53.2480091,58.82463836,5795816,40717,534779,2159,121,138,13848,276.92,53.58766234,59.60205113
1/21/2015,1511,10898803,103780,1511,686,825,80744,1382.61,53.43407311,59.20758565,321682,39864,149,179,17545,251.17,53.4352518,59.14320978,4746463,13159,442,527,51747,914.77,53.39980257,59.13398996,5151070,48540,679588,2217,95,119,11452,216.67,53.57676349,59.59292934
1/22/2015,1445,10417681,94770,1445,645,800,77161,1342.79,53.37836022,59.15072349,331547,42516,132,130,13988,287.93,53.38679245,58.96224777,4472950,12117,409,528,50008,825.53,53.29134721,58.93789444,4943061,38039,670123,2098,104,142,13165,229.33,53.6770428,60.1534906
1/23/2015,1370,9430752,99538,1370,670,700,73154,1280.92,53.39548023,59.02632483,330784,42768,140,155,15785,217.09,53.47717842,59.36708278,3934260,11594,413,429,44900,834.83,53.3329718,58.90181235,4401723,42966,763985,2210,117,116,12469,229,53.54545455,59.15720524
1/24/2015,1251,8099765,114878,1251,560,691,66794.67,1152.74,53.40062598,59.20328955,318910,41063,87,215,16231.67,235,53.76893939,60.40425532,3248942,11228,387,381,40888,695.71,53.2125163,58.66524845,3747496,60542,784417,2045,86,95,9675,222.03,53.59109312,59.61806963
1/25/2015,1154,8204428,108924,1154,593,561,61446,1074.35,53.21687764,58.69781728,317683,39925,113,112,11997,162.83,53.22222222,58.83436713,3303561,11015,383,362,39632,725.23,53.16520651,58.57314231,3830898,55894,752286,2090,97,87,9817,186.29,53.41262136,59.06382522
1/26/2015,1548,8880659,95005,1548,734,814,82744,1434.42,53.39974779,59.04267927,322801,41894,160,190,18734,255.38,53.48409894,59.268541,3767449,11301,455,528,52534,966.29,53.35453695,59.02575831,4013081,39614,777328,2196,119,96,11476,212.75,53.5042735,58.84841363
1/27/2015,1502,9458415,96884,1502,819,683,80336,1401.15,53.48539909,58.82382329,335838,41101,151,152,16232,203.1,53.51111111,59.28114229,3994754,11692,521,409,49674,936.64,53.43385214,58.64579775,4297998,41690,829825,2401,147,122,14430,261.41,53.64930556,59.10638461
1/28/2015,1585,10022785,93910,1585,898,687,84632,1464.06,53.35820896,58.60415557,373687,45892,182,141,17280,216.79,53.45378151,58.68351861,4538079,12075,552,417,51693,971.48,53.31677601,58.55910569,4359709,33383,751310,2560,164,129,15659,275.79,53.4290429,58.7004605
1/29/2015,1777,12436368,91181,1777,962,815,94944.67,1651.28,53.41001651,58.77016617,364788,45608,182,140,17188,232.49,53.19215686,58.34229429,4482307,13275,586,492,57554.67,1055.29,53.39621016,58.74498953,6698632,28744,890641,3554,194,183,20202,363.5,53.58852868,59.11691884
1/30/2015,2452,10743214,101243,2452,1545,907,130595.69,2302.91,53.4644418,58.43476297,385852,52114,320,216,28529.11,376.25,53.47457627,58.69767442,4320968,14083,922,534,77538.2,1465.49,53.45193508,58.43096848,5153731,31401,882663,3645,303,157,24528.38,461.17,53.49601594,58.23232214
1/31/2015,1834,10102479,101294,1834,1104,730,97436.76,1711.51,53.48132337,58.55881648,367107,46038,251,176,22711.78,324.7,53.59550562,58.76193409,3954263,14325,635,404,55080.93,1039.34,53.42530756,58.49673831,5028981,37595,752128,3336,218,150,19644.05,347.47,53.54210526,58.55469537
2/1/2015,1653,10688473,103049,1653,809,844,80451.51,1577.53,48.67,53.70725121,331854,41019,122,176,14503.66,279.08,48.67,54.06227605,4118137,14445,527,522,51054.83,1001.29,48.67,53.65279789,5359197,44351,879285,3234,160,146,14893.02,297.16,48.67,53.55730919
2/2/2015,2061,11781330,101443,2061,1170,891,100308.87,1926.43,48.67,53.42907866,374322,47297,158,143,14649.67,279.51,48.67,53.63085399,4832510,14221,786,564,65704.5,1262.77,48.67,53.37336174,5606862,36313,967636,3612,226,184,19954.7,384.15,48.67,53.46541715
2/3/2015,2426,10790113,102049,2426,1557,869,118073.42,2275.21,48.67,53.14495805,405551,52015,295,131,20733.42,401.47,48.67,52.97728348,4816874,13478,929,521,70571.5,1363.61,48.67,53.1241484,4567287,33009,1000401,3547,333,217,26768.5,510.13,48.67,53.33254269
2/4/2015,2667,12909733,115330,2667,1595,1072,129802.89,2502.54,48.67,53.34265986,414592,52497,256,166,20538.74,403.75,48.67,53.401387,4839216,13655,983,661,80013.48,1543.13,48.67,53.32752263,6700340,45472,955585,3706,356,245,29250.67,555.66,48.67,53.3420257
2/5/2015,2567,14408113,124365,2566,1436,1130,124887.22,2404.24,48.67,53.47502745,418018,52209,256,136,19078.64,366.48,48.67,53.12158917,5289999,14272,870,732,77969.34,1500.91,48.67,53.53052481,7511021,53737,1189075,4147,310,262,27839.24,536.85,48.67,53.56114371
2/6/2015,2451,14070760,120573,2451,1451,1000,119290.17,2309.2,48.67,53.38693487,421030,52693,232,131,17667.21,358.5,48.67,53.35372385,5193017,14527,891,610,73053.67,1408.73,48.67,53.3434228,7257208,49363,1199505,3990,328,259,28569.29,541.97,48.67,53.52200306
2/7/2015,1984,13408377,129568,1984,1081,903,96561.28,1846.38,48.67,53.55241066,400530,50186,190,137,15915.09,307.99,48.67,53.38092146,4482903,14216,669,540,58842.03,1125.71,48.67,53.51626085,7433075,61753,1091869,3413,222,226,21804.16,412.68,48.67,53.77900552
2/8/2015,2016,13939543,125286,2016,1086,930,98118.72,1870.43,48.67,53.57673369,399571,48401,165,140,14844.35,280.73,48.67,53.57115378,4935879,14685,693,527,59377.4,1135.36,48.67,53.45572329,7511640,58565,1092453,3635,228,263,23896.97,454.34,48.67,53.88257692
2/9/2015,2491,16798642,123617,2490,1412,1078,121188.3,2405.76,48.67,53.3845687,426004,52586,219,160,18445.93,371.59,48.67,53.30792002,6200293,14903,904,578,72128.94,1445.89,48.67,53.21124014,9017538,52019,1154807,4109,289,340,30613.43,588.28,48.67,53.85899572
2/10/2015,2429,15162092,120602,2428,1376,1052,118170.76,2312.32,48.67,53.44118894,409837,50518,226,163,18932.63,373.64,48.67,53.40621989,5495754,13549,852,574,69403.42,1364.11,48.67,53.30433763,8095706,52756,1160795,3779,298,315,29834.71,574.57,48.67,53.78883339
2/11/2015,2960,15715235,125857,2960,1900,1060,144063.2,2773.41,48.67,53.14832282,447491,51946,305,157,22485.54,438.12,48.67,53.10020086,5561358,13768,1173,664,89406.79,1716.79,48.67,53.15516167,8600147,56515,1106239,3628,422,239,32170.87,618.5,48.67,53.16342765
2/12/2015,2540,15722258,127524,2540,1366,1174,123621.8,2365.41,48.67,53.55858392,419533,55152,214,150,17715.88,348.86,48.67,53.29341283,5743230,15695,821,665,72323.62,1384.76,48.67,53.49355845,8468369,53110,1091126,3567,331,359,33582.3,631.79,48.67,53.84752845
2/13/2015,2496,15073384,121303,2496,1295,1201,121480.32,2326.89,48.67,53.65038743,396114,54448,215,162,18348.59,348.54,48.67,53.48198198,5711071,15076,781,739,73978.4,1408.3,48.67,53.67074487,7947674,48251,1018525,3528,299,300,29153.33,570.05,48.67,53.70306113
2/14/2015,1956,13087218,131191,1956,1109,847,95198.52,1767.38,48.67,53.47867465,384060,50820,198,153,17083.17,308.58,48.67,53.46791756,5110496,14044,676,426,53634.34,996.94,48.67,53.31077096,6615029,63141,977633,3186,235,268,24481.01,461.86,48.67,53.84828736
2/15/2015,2156,12736637,127116,2156,1187,969,104932.52,1924.78,48.67,53.5051902,392098,49832,239,191,20928.1,351.15,48.67,53.50027054,5563063,16068,698,513,58939.37,1115.11,48.67,53.37895813,5726324,57899,1055152,3317,250,265,25065.05,458.52,48.67,53.81595132
2/16/2015,2525,14978614,131008,2525,1221,1304,122891.75,2223.24,48.67,54.32593872,397459,52194,584,460,50811.48,341.11,48.67,53.93351118,6687570,16759,575,793,66580.56,1478.11,48.67,53.7635494,6891664,58579,1001921,3476,62,51,5499.71,404.02,48.67,53.58269393
2/17/2015,1760,15251920,127054,1760,970,790,85659.2,1649.93,48.67,52.88444964,390077,51599,174,155,16012.43,315.11,48.67,52.79258037,6564811,15846,601,494,53293.65,1014.49,48.67,52.91625349,7178889,55664,1118143,3945,195,141,16353.12,320.33,48.67,52.87409859
2/18/2015,1910,15591747,126497,1910,1069,841,92959.7,1751.24,48.67,52.8320904,387994,51080,156,123,13578.93,321.24,48.67,52.72431827,6425204,15339,674,545,59328.73,1065.11,48.67,52.86889617,7600756,56265,1177793,3813,239,173,20052.04,364.89,48.67,52.81953465
2/19/2015,2197,18553094,126834,2197,1180,1017,106927.99,2064.42,48.67,52.73868205,399800,53848,177,141,15477.06,411.79,48.67,52.59513344,6425821,15867,725,681,68430.02,1281.61,48.67,52.786183,10472804,53058,1254669,4061,278,195,23020.91,371.02,48.67,52.7339227
2/20/2015,1981,16769932,126400,1981,1085,896,96415.27,1866.19,48.67,52.81174478,399419,54189,186,181,17861.89,339.1,48.67,52.67440283,5923012,14998,649,505,56165.18,1090.14,48.67,52.86043994,9243355,53185,1204146,4028,250,210,22388.2,436.95,48.67,52.79684174
2/21/2015,1628,15756135,139707,1628,895,733,79234.76,1533.52,48.67,52.90000783,407424,55654,156,138,14308.98,275.95,48.67,52.73538685,5435166,15528,544,414,46625.86,902.95,48.67,52.97407387,8679909,64544,1233636,3981,195,181,18299.92,354.62,48.67,52.83951836
2/22/2015,1509,15204324,131643,1509,870,639,73443.03,1419.63,48.67,52.83099822,380678,51607,135,113,12070.16,236.37,48.67,52.71193468,5859492,15698,549,410,46674.53,899.69,48.67,52.85219353,7757933,60418,1206221,3920,186,116,14698.34,283.57,48.67,52.86299679
2/23/2015,2040,18187682,128490,2039,1030,1009,99238.13,1921.53,48.67,52.85108741,389493,54676,150,148,14503.66,286.12,48.67,52.56196701,6646261,16350,667,594,61372.87,1184.62,48.67,52.81886174,9912825,53364,1239103,4100,213,267,23361.6,450.79,48.67,53.11927949
2/24/2015,2161,17498488,126969,2161,1181,980,105175.87,2050.63,48.67,52.7610588,392290,53888,157,146,14747.01,291.34,48.67,52.62253724,6738892,16636,697,612,63709.03,1242.3,48.67,52.85022136,9395119,53188,972187,3257,327,222,26719.83,516.99,48.67,52.62486702
2/25/2015,2327,15624965,129307,2325,1232,1093,113157.75,2195.71,48.67,52.66189524,409222,58191,168,128,14406.32,279.99,48.67,52.66977392,6285501,15580,762,665,69452.09,1350.07,48.67,52.62581199,7960993,52724,969249,2812,302,300,29299.34,565.65,48.67,52.74411739
2/26/2015,1969,15614167,131022,1968,1098,870,95782.56,1854.5,48.67,52.77722836,423815,58903,148,130,13530.26,259.1,48.67,52.78375145,6027508,14475,694,573,61664.89,1197.08,48.67,52.85444582,8260975,54862,901869,2782,256,167,20587.41,398.32,48.67,52.54092187
2/27/2015,2179,15304169,123736,2175,1252,923,105857.25,2020.97,48.67,52.76474663,413811,53345,178,122,14601,279.64,48.67,52.73569589,6226934,15055,788,620,68527.36,1311.9,48.67,52.75458495,7874456,52473,788968,2863,286,181,22728.89,429.43,48.67,52.81470787
2/28/2015,1707,13255657,132023,1706,937,769,83031.02,1591.45,48.67,52.63819787,412069,49605,150,91,11729.47,224.57,48.67,52.66424723,6243444,16845,613,542,56213.85,1077.15,48.67,52.55832521,5880555,62744,719589,2829,174,136,15087.7,289.73,48.67,52.9149553
3/1/2015,1828,14227991,136796,1826,994,832,88871.42,1695.8,48.67,53.5547942,412595,50677,183,134,15428.39,230.12,48.67,53.50908222,7007468,17846,582,541,54656.41,1159.7,48.67,53.67675261,5945031,65343,862897,2930,229,157,18786.62,305.98,48.67,53.1269364
3/2/2015,1952,18432433,127569,1951,1066,885,94812.80843,1818.22,48.59703148,53.48233987,405068,51994,207,158,17764.55,266.91,48.67,53.6097561,7586871,16621,636,511,55693.2412,1161.15,48.5555721,53.35823106,9569735,56070,870759,2884,223,216,21366.13,390.16,48.67,53.7645325
3/3/2015,2317,15601357,126879,2315,1379,936,112623.4693,2160.19,48.64944679,53.32951731,419441,54054,232,161,19067.16123,290.17,48.51694969,53.1701761,7604191,17307,805,596,68186.67,1428.7,48.67,53.41538462,6744169,52666,833556,2852,342,179,25357.07,441.32,48.67,53.15630382
3/4/2015,2195,15278428,116470,2195,1291,904,106830.65,2034.73,48.67,53.3886265,396978,48005,216,138,17229.18,265.21,48.67,53.40285057,7228736,18233,775,586,66239.87,1343.1,48.67,53.44966868,6835697,47474,817017,2758,300,180,23361.6,426.42,48.67,53.18751466
3/5/2015,2039,12198282,83588,2039,1199,840,99238.13,1910.88,48.67,53.38499539,401748,47211,181,145,15866.42,232.28,48.67,53.43055795,6563977,17690,734,549,62443.61,1289.98,48.67,53.46237151,4445125,15809,787432,2878,284,146,20928.1,388.62,48.67,53.10092121
3/6/2015,1912,12244364,81351,1911,1055,856,93008.37,1769.058573,48.67,53.45544317,384006,46442,317,191,24724.36,236.2988821,48.67,53.46737845,5998442,16904,504,472,47501.92,1173.645901,48.67,53.50658464,5051667,15110,810249,2895,234,193,20782.09,359.1137893,48.67,53.28045055
3/7/2015,1498,11652654,78495,1498,867,631,72907.66,1399.27028,48.67,53.35622508,352129,41878,365,257,30272.74,187.0836096,48.67,53.38952616,5611973,17517,305,242,26622.49,928.3006796,48.67,53.40473469,4901086,16308,787466,2792,197,132,16012.43,283.8859907,48.67,53.17565403
3/8/2015,1442,11306251,74040,1442,891,551,70182.14,1337.156923,48.67,53.32324785,317079,37562,316,190,24627.02,179.0964414,48.67,53.36555691,5312774,16731,395,241,30954.12,887.0136194,48.67,53.37196973,4919405,16944,756993,2803,180,120,14601,271.0468618,48.67,53.13584716
3/9/2015,1727,12473815,72053,1727,949,778,83905.45577,1555.280294,48.58451405,53.35523784,301565,36625,340,230,27741.9,207.3955072,48.67,53.46492148,5708850,16400,397,380,37749.90713,1031.821328,48.58417907,53.40580545,5634278,16077,829122,2951,212,168,18441.13967,316.0634595,48.52931493,53.11818216
3/10/2015,1692,12822199,72052,1692,915,777,82158.68431,1570.705892,48.55714203,53.32702348,293891,36359,140,87,11048.09,209.4828809,48.67,53.4680357,6027883,16541,531,499,50130.1,1039.506755,48.67,53.50676212,5748663,16242,751762,2910,244,191,20930.90228,321.716256,48.11701675,52.65444578
3/11/2015,1780,13280451,69369,1780,879,901,86632.6,1658.743396,48.67,53.54821621,240332,35168,192,147,16499.13,221.3280991,48.67,53.54011901,5093273,15251,465,554,49594.73,1100.48886,48.67,53.60168613,7253926,16307,692920,2643,222,200,20538.74,336.9264367,48.67,53.37888868
3/12/2015,1725,14404879,71993,1725,879,846,83955.75,1595.833706,48.67,53.52427993,309299,39394,228,165,19127.31,213.2761391,48.67,53.52283863,5056544,14210,478,485,46869.21,1058.663097,48.67,53.57815703,8214394,15711,824642,2678,173,196,17959.23,323.8944695,48.67,53.34912934
3/13/2015,1668,13895896,72288,1667,832,835,81132.89,1558.564016,48.67,53.52387142,305077,39377,179,175,17229.18,208.0441927,48.67,53.52115203,4857367,14200,458,501,46674.53,1034.010718,48.67,53.5768219,7879289,15703,854163,3008,195,159,17229.18,316.5091053,48.67,53.35267377
3/14/2015,1387,12804335,68559,1386,783,603,67456.62,1273.510259,48.67,53.42764967,293343,35235,208,126,16255.78,170.2422075,48.67,53.44619076,4233369,13709,433,359,38546.64,844.8544893,48.67,53.47845088,7528752,16641,748871,2974,142,118,12654.2,258.4135627,48.67,53.24934595
3/15/2015,1416,12524043,64841,1415,753,662,68868.05,1320.844308,48.67,53.42908286,284103,34149,193,125,15477.06,176.742281,48.67,53.44850622,4231875,12987,409,419,40298.76,876.2063318,48.67,53.48066714,7251204,14812,756861,2893,151,118,13092.23,267.8956956,48.67,53.24755175
3/16/2015,1620,13330744,66610,1615,817,798,78223.92829,1513.793117,48.43586891,53.20994598,299309,36724,189,171,17442.23443,201.948914,48.4506512,53.23339689,4875644,12774,445,464,43961.04291,1005.932792,48.3619834,53.17657969,7345395,14058,810396,3054,183,163,16839.82,305.9114118,48.67,53.30418357
3/17/2015,1598,13291721,64781,1598,956,642,77774.66,1501.044004,48.67,53.37006762,288053,33800,183,94,13481.59,200.8134711,48.67,53.40130884,4646476,12364,562,417,47647.93,995.7789078,48.67,53.41950177,7534890,15687,822302,2930,211,131,16645.14,304.4516252,48.67,53.18777547
3/18/2015,1660,13687727,67995,1659,978,681,80649.80565,1571.557242,48.61350551,53.29813496,296121,34597,229,124,17106.15679,210.6543921,48.45936767,53.15492835,4824410,13351,544,440,47891.28,1041.393182,48.67,53.41012892,7792375,17108,774821,2939,205,117,15626.85022,319.5096679,48.53059076,53.02752456
3/19/2015,1714,12804078,70745,1712,963,749,83275.37236,1593.223904,48.64215675,53.36757113,303788,36191,192,125,15362.72441,214.0711749,48.46285303,53.19043533,4773059,13924,534,487,49692.07,1056.263279,48.67,53.44988373,6932506,17869,794725,2761,237,137,18202.58,322.88945,48.67,53.21574174
3/20/2015,1619,12410048,68682,1618,966,652,77935.73171,1502.164103,48.16794296,52.84427303,306204,35998,195,101,13896.92662,206.3090352,46.94907641,51.48711418,4639314,13508,544,421,46579.46747,994.3757952,48.26887821,53.00834702,6740751,15990,723779,3186,227,130,17375.19,301.4792727,48.67,53.23183842
3/21/2015,1329,11006747,64118,1325,843,482,64201.56176,1233.801436,48.45400888,53.0959181,293940,34117,203,102,14681.48169,166.2656713,48.13600553,52.77424621,4023868,12320,426,263,33421.4431,817.557677,48.50717431,53.20436388,5982695,14623,706244,3058,214,117,16050.75718,249.9780878,48.49171354,52.95519501
3/22/2015,1339,11154419,65884,1339,818,521,64161.35995,1239.050424,47.91737113,52.51746721,300754,35139,198,126,14474.69625,178.1174731,44.67498842,48.89013195,4390754,12977,460,304,36975.63353,813.5930101,48.39742608,53.10826445,5718786,14639,744125,3129,160,91,12216.17,247.3399405,48.67,53.18627663
3/23/2015,1633,12511951,76298,1634,922,712,78290.11955,1524.828426,47.91316986,52.53759611,350244,44804,238,175,18818.1351,214.618317,45.56449176,49.90909152,5045818,13389,493,456,45769.08583,1004.794727,48.22875219,52.94286821,6374633,14800,741256,3305,191,81,13198.5938,305.4153818,48.52424189,53.05135534
3/24/2015,1583,15182203,80780,1583,886,697,76185.37643,1471.561463,48.1272119,52.78564434,360670,42426,185,148,15836.1592,199.1595306,47.55603362,52.16314859,5163166,14456,468,431,43467.22671,971.6070529,48.35064151,53.0875272,8970495,20775,687872,3123,233,118,16771.38734,300.7948793,47.78173031,52.2226841
3/25/2015,1562,17008827,95360,1562,901,661,75543.20494,1446.346862,48.36312736,53.03286648,341495,40067,170,115,13740.50569,193.8650627,48.21230066,52.88948759,5571730,14827,516,360,42432.19297,958.0265193,48.43857645,53.16644734,10395792,37273,699810,3193,215,186,19334.72041,294.4552796,48.21626036,52.69265235
3/26/2015,1475,17360525,100707,1475,893,582,70839.92437,1381.569823,48.02706737,52.63069503,340411,40465,147,76,10485.97901,188.6918607,47.02232742,51.52754185,6125875,16140,534,384,44233.19194,913.5116791,48.18430495,52.85537542,10162617,40742,731622,3360,212,122,16095.97116,279.3662828,48.19153041,52.64110383
3/27/2015,1543,15466380,95508,1543,903,640,74330.03686,1427.888516,48.17241534,52.79812056,329675,38756,185,107,13876.73069,193.548036,47.5230503,52.0957769,6463380,15408,541,351,42954.27239,947.6619429,48.15501389,52.82586095,7960159,37948,713166,3396,177,182,17472.53,286.6785369,48.67,53.18060026
3/28/2015,1270,12569824,90506,1272,801,471,61293.88342,1197.648373,48.18701527,52.70744854,312079,35464,186,98,13822.28,158.5815246,48.67,53.30634346,5500252,14092,431,269,33600.80057,797.7197447,48.00114367,52.54253176,6111944,37673,645549,3277,184,104,13963.68785,241.3471039,48.48502727,52.85902982
3/29/2015,1217,12981770,95469,1217,727,490,58416.71878,1128.40952,48.00059061,52.57730369,311691,36600,149,117,12487.33354,154.5292106,46.94486293,51.42407381,5766080,14774,427,256,32916.26988,745.4871669,48.19366015,52.84259709,6216555,40788,687444,3307,151,117,12886.61472,228.3931421,48.0843833,52.49163945
3/30/2015,1405,13725175,99802,1423,872,551,68111.08046,1323.432941,47.86442759,52.44196201,327419,39067,147,82,10804.9973,179.259816,47.18339433,51.70386952,6078886,14809,516,360,42101.40883,874.3918757,48.06096898,52.70958406,6656963,42595,661907,3331,209,109,15161.84492,269.7812491,47.67875762,52.06500391
3/31/2015,1436,12604342,94047,1503,864,639,72099.16541,1394.912838,47.97016993,52.61573196,326934,37889,279,184,21777.54192,190.1012612,47.03572768,51.57958352,5727307,14253,403,312,34386.98592,923.0144332,48.0936866,52.8035902,5882538,38653,667563,3252,182,143,15663.7446,281.7971438,48.19613724,52.69939941
4/1/2015,1628,12462226,77537,1628,979,649,79729.59742,1514.24,48.97395419,53.65582074,341940,38527,251,114,17993.00761,580.05,49.29591125,53.6259288,6251987,14448,566,450,49620.38597,849.01,48.83896257,53.78550312,5156128,20736,712171,3826,162,85,11892.22667,85.18,48.14666667,52.56679972
4/2/2015,1295,12580225,71667,1295,702,593,63408.20078,1220.87,48.96386161,53.90207803,345540,36497,130,105,11563.72653,446.53,49.20734694,53.99771572,6400116,14375,461,320,38140.27709,722.09,48.83518193,53.90136964,5119705,17073,714864,3722,111,168,13578.93,52.25,48.67,53.09454545
4/3/2015,1466,12030823,73557,1466,846,620,71756.6384,1397.86,48.94722947,53.71428469,354350,38246,261,146,19966.79949,560.31,49.05847541,53.40913066,6020929,14597,461,305,37444.01661,802.46,48.88252822,53.97143783,4954955,17096,700589,3618,124,169,14260.31,35.09,48.67,52.7061841
4/4/2015,1011,10678584,67092,1011,610,401,49540.37018,942.88,49.00135528,53.68488037,315225,34293,435,254,33649.18013,430.28,48.83770701,53.45951473,5208902,12542,100,93,9491.034808,474.03,49.17634615,53.94531992,4537470,16783,616987,3474,75,54,6278.43,38.57,48.67,52.99818512
4/5/2015,849,10685504,62890,849,526,323,41574.56632,805.6,48.96886493,53.55209782,291520,31221,122,67,9252.428595,338.21,48.95464865,53.55613376,4951602,11454,333,205,26360.42944,441.77,48.99708075,53.56993458,4830191,16977,612191,3238,71,51,5937.74,25.62,48.67,53.19125683
4/6/2015,1330,13564313,77528,1329,717,612,65147.21351,1253.88,49.01972424,53.87212492,372198,40189,165,122,14059.80725,526.87,48.98887543,53.74299163,6704936,14322,449,398,41562.30138,676.61,49.07001344,53.95736096,5744929,18833,742250,4184,103,92,9490.65,50.4,48.67,54.07777778
4/7/2015,1466,14155860,75799,1466,740,726,71709.28772,1363.53,48.91493023,53.98998922,351614,37286,149,123,13300.8428,521.65,48.90015734,53.62003259,7123611,16070,488,431,44973.5262,799.38,48.9374605,54.24027371,5921096,18357,759539,4086,103,172,13384.25,42.5,48.67,53.82329412
4/8/2015,1331,13365055,75960,1333,720,613,65286.41156,1270.93,48.97705293,53.87387189,356696,37285,159,115,13549.11463,432.02,49.44932347,54.13992408,6618522,14500,471,424,43596.03323,764.94,48.71065166,53.74511726,5623476,20334,766361,3841,90,74,8035.190123,73.97,48.99506173,53.65148033
