Freq,Success,Trials,Group
1465,0,33695,TF
1466,0,0,Roku
1466,0,45446,TF
1467,0,0,Roku
1467,0,29340,TF
1468,0,2936,Roku
1468,0,45508,TF
1469,0,0,Roku
1469,1,38194,TF
1470,0,0,Roku
1470,0,48510,TF
1471,0,0,Roku
1471,0,48543,TF
1472,0,0,Roku
1472,0,55936,TF
1473,0,0,Roku
1473,0,47136,TF
1474,0,0,Roku
1474,0,33902,TF
1475,0,1475,Roku
1475,0,50150,TF
1476,0,2952,Roku
1476,0,44280,TF
1477,1,4431,Roku
1477,0,32494,TF
1478,0,1478,Roku
1478,0,31038,TF
1479,0,2958,Roku
1479,2,50286,TF
1480,0,0,Roku
1480,0,45880,TF
1481,0,0,Roku
1481,0,39987,TF
1482,0,0,Roku
1482,0,42978,TF
1483,0,1483,Roku
1483,0,40041,TF
1484,0,2968,Roku
1484,0,37100,TF
1485,0,1485,Roku
1485,0,41580,TF
1486,0,0,Roku
1486,0,34178,TF
1487,0,1487,Roku
1487,0,31227,TF
1488,0,0,Roku
1488,0,53568,TF
1489,0,0,Roku
1489,0,35736,TF
1490,0,1490,Roku
1490,0,23840,TF
1491,0,0,Roku
1491,1,46221,TF
1492,0,0,Roku
1492,0,41776,TF
1493,0,0,Roku
1493,0,40311,TF
1494,0,0,Roku
1494,0,40338,TF
1495,0,1495,Roku
1495,0,35880,TF
1496,0,1496,Roku
1496,0,40392,TF
1497,0,0,Roku
1497,0,40419,TF
1498,0,4494,Roku
1498,0,43442,TF
1499,0,1499,Roku
1499,0,47968,TF
1500,0,0,Roku
1500,0,52500,TF
1501,0,1501,Roku
1501,0,31521,TF
1502,0,4506,Roku
1502,0,33044,TF
1503,0,0,Roku
1503,0,40581,TF
1504,0,3008,Roku
1504,0,30080,TF
1505,0,0,Roku
1505,0,34615,TF
1506,0,1506,Roku
1506,0,25602,TF
1507,0,3014,Roku
1507,0,40689,TF
1508,0,0,Roku
1508,1,45240,TF
1509,0,1509,Roku
1509,0,46779,TF
1510,0,1510,Roku
1510,0,28690,TF
1511,0,1511,Roku
1511,0,28709,TF
1512,0,0,Roku
1512,0,28728,TF
1513,0,1513,Roku
1513,0,59007,TF
1514,0,3028,Roku
1514,0,43906,TF
1515,0,0,Roku
1515,0,36360,TF
1516,0,1516,Roku
1516,0,45480,TF
1517,0,1517,Roku
1517,0,42476,TF
1518,0,0,Roku
1518,0,33396,TF
1519,0,1519,Roku
1519,0,30380,TF
1520,0,1520,Roku
1520,0,41040,TF
1521,0,1521,Roku
1521,0,34983,TF
1522,0,0,Roku
1522,0,41094,TF
1523,0,1523,Roku
1523,0,41121,TF
1524,0,0,Roku
1524,0,30480,TF
1525,0,1525,Roku
1525,0,35075,TF
1526,0,3052,Roku
1526,0,41202,TF
1527,0,1527,Roku
1527,0,50391,TF
1528,0,0,Roku
1528,0,38200,TF
1529,0,3058,Roku
1529,0,29051,TF
1530,0,4590,Roku
1530,0,38250,TF
1531,0,3062,Roku
1531,0,47461,TF
1532,0,3064,Roku
1532,0,27576,TF
1533,0,0,Roku
1533,1,33726,TF
1534,0,1534,Roku
1534,0,36816,TF
1535,0,0,Roku
1535,0,33770,TF
1536,0,0,Roku
1536,0,38400,TF
1537,0,1537,Roku
1537,0,35351,TF
1538,0,1538,Roku
1538,0,41526,TF
1539,0,1539,Roku
1539,0,30780,TF
1540,0,0,Roku
1540,0,26180,TF
1541,0,0,Roku
1541,0,30820,TF
1542,0,0,Roku
1542,0,33924,TF
1543,0,1543,Roku
1543,1,32403,TF
1544,0,0,Roku
1544,0,29336,TF
1545,0,1545,Roku
1545,0,50985,TF
1546,0,1546,Roku
1546,0,54110,TF
1547,0,0,Roku
1547,0,32487,TF
1548,0,1548,Roku
1548,0,37152,TF
1549,0,0,Roku
1549,0,41823,TF
1550,0,3100,Roku
1550,0,27900,TF
1551,0,0,Roku
1551,0,29469,TF
1552,0,0,Roku
1552,0,38800,TF
1553,0,3106,Roku
1553,1,41931,TF
1554,0,1554,Roku
1554,0,38850,TF
1555,0,1555,Roku
1555,0,34210,TF
1556,1,7780,Roku
1556,0,35788,TF
1557,0,0,Roku
1557,0,35811,TF
1558,0,0,Roku
1558,0,31160,TF
1559,0,1559,Roku
1559,0,37416,TF
1560,0,3120,Roku
1560,0,31200,TF
1561,0,0,Roku
1561,0,48391,TF
1562,0,1562,Roku
1562,1,32802,TF
1563,0,0,Roku
1563,0,28134,TF
1564,0,0,Roku
1564,0,32844,TF
1565,0,1565,Roku
1565,0,37560,TF
1566,0,1566,Roku
1566,0,36018,TF
1567,1,1567,Roku
1567,1,25072,TF
1568,0,1568,Roku
1568,0,34496,TF
1569,0,1569,Roku
1569,0,42363,TF
1570,0,0,Roku
1570,0,29830,TF
1571,0,3142,Roku
1571,0,45559,TF
1572,0,1572,Roku
1572,0,37728,TF
1573,0,0,Roku
1573,0,28314,TF
1574,0,3148,Roku
1574,0,42498,TF
1575,0,0,Roku
1575,0,31500,TF
1576,0,1576,Roku
1576,0,26792,TF
1577,0,0,Roku
1577,0,33117,TF
1578,0,0,Roku
1578,0,22092,TF
1579,0,0,Roku
1579,1,41054,TF
1580,0,0,Roku
1580,0,28440,TF
1581,0,1581,Roku
1581,0,28458,TF
1582,0,1582,Roku
1582,0,28476,TF
1583,0,3166,Roku
1583,0,42741,TF
1584,0,0,Roku
1584,0,28512,TF
1585,0,4755,Roku
1585,0,23775,TF
1586,0,0,Roku
1586,0,38064,TF
1587,0,0,Roku
1587,0,25392,TF
1588,0,0,Roku
1588,0,25408,TF
1589,0,0,Roku
1589,0,25424,TF
1590,0,1590,Roku
1590,0,36570,TF
1591,0,1591,Roku
1591,0,33411,TF
1592,0,0,Roku
1592,0,30248,TF
1593,0,0,Roku
1593,0,27081,TF
1594,0,0,Roku
1594,0,27098,TF
1595,0,0,Roku
1595,0,30305,TF
1596,0,3192,Roku
1596,1,38304,TF
1597,0,3194,Roku
1597,0,38328,TF
1598,0,0,Roku
1598,0,49538,TF
1599,0,0,Roku
1599,0,44772,TF
1600,0,0,Roku
1600,0,35200,TF
1601,0,0,Roku
1601,0,24015,TF
1602,0,0,Roku
1602,0,32040,TF
1603,0,0,Roku
1603,0,33663,TF
1604,0,3208,Roku
1604,0,46516,TF
1605,0,0,Roku
1605,0,27285,TF
1606,0,4818,Roku
1606,0,36938,TF
1607,0,0,Roku
1607,0,22498,TF
1608,0,0,Roku
1608,0,30552,TF
1609,0,0,Roku
1609,0,33789,TF
1610,0,0,Roku
1610,0,14490,TF
1611,0,1611,Roku
1611,0,33831,TF
1612,0,0,Roku
1612,0,29016,TF
1613,0,0,Roku
1613,0,37099,TF
1614,0,3228,Roku
1614,0,30666,TF
1615,0,3230,Roku
1615,1,37145,TF
1616,0,0,Roku
1616,0,24240,TF
1617,1,4851,Roku
1617,0,37191,TF
1618,1,3236,Roku
1618,0,30742,TF
1619,0,1619,Roku
1619,0,27523,TF
1620,0,3240,Roku
1620,1,32400,TF
1621,0,1621,Roku
1621,0,25936,TF
1622,0,0,Roku
1622,0,40550,TF
1623,0,0,Roku
1623,0,22722,TF
1624,0,0,Roku
1624,0,21112,TF
1625,0,0,Roku
1625,0,17875,TF
1626,0,1626,Roku
1626,0,29268,TF
1627,0,1627,Roku
1627,0,26032,TF
1628,0,1628,Roku
1628,0,34188,TF
1629,0,0,Roku
1629,0,50499,TF
1630,0,1630,Roku
1630,0,35860,TF
1631,0,0,Roku
1631,0,37513,TF
1632,0,0,Roku
1632,0,29376,TF
1633,0,1633,Roku
1633,1,40825,TF
1634,0,0,Roku
1634,0,31046,TF
1635,0,0,Roku
1635,0,29430,TF
1636,0,3272,Roku
1636,0,39264,TF
1637,0,0,Roku
1637,0,29466,TF
1638,0,1638,Roku
1638,0,36036,TF
1639,0,1639,Roku
1639,0,29502,TF
1640,0,0,Roku
1640,0,31160,TF
1641,0,0,Roku
1641,0,41025,TF
1642,0,0,Roku
1642,0,27914,TF
1643,0,1643,Roku
1643,0,37789,TF
1644,0,0,Roku
1644,0,31236,TF
1645,0,0,Roku
1645,0,39480,TF
1646,0,0,Roku
1646,0,27982,TF
1647,0,1647,Roku
1647,0,31293,TF
1648,0,0,Roku
1648,0,29664,TF
1649,0,3298,Roku
1649,0,24735,TF
1650,0,0,Roku
1650,0,36300,TF
1651,0,4953,Roku
1651,1,33020,TF
1652,0,0,Roku
1652,0,28084,TF
1653,0,3306,Roku
1653,0,34713,TF
1654,0,0,Roku
1654,0,41350,TF
1655,0,1655,Roku
1655,0,19860,TF
1656,0,3312,Roku
1656,0,24840,TF
1657,0,1657,Roku
1657,0,38111,TF
1658,0,0,Roku
1658,0,11606,TF
1659,0,1659,Roku
1659,0,34839,TF
1660,0,1660,Roku
1660,0,26560,TF
1661,0,0,Roku
1661,0,24915,TF
1662,0,1662,Roku
1662,0,24930,TF
1663,0,0,Roku
1663,0,24945,TF
1664,0,1664,Roku
1664,0,28288,TF
1665,0,0,Roku
1665,0,26640,TF
1666,0,0,Roku
1666,0,19992,TF
1667,0,0,Roku
1667,0,31673,TF
1668,0,3336,Roku
1668,0,30024,TF
1669,0,0,Roku
1669,0,25035,TF
1670,0,3340,Roku
1670,0,38410,TF
1671,0,1671,Roku
1671,0,28407,TF
1672,0,1672,Roku
1672,0,30096,TF
1673,0,0,Roku
1673,0,23422,TF
1674,0,1674,Roku
1674,0,25110,TF
1675,0,0,Roku
1675,0,36850,TF
1676,0,1676,Roku
1676,0,31844,TF
1677,0,0,Roku
1677,0,25155,TF
1678,0,0,Roku
1678,0,25170,TF
1679,0,3358,Roku
1679,0,26864,TF
1680,0,1680,Roku
1680,0,35280,TF
1681,0,1681,Roku
1681,0,26896,TF
1682,0,0,Roku
1682,0,40368,TF
1683,0,0,Roku
1683,0,25245,TF
1684,0,0,Roku
1684,0,38732,TF
1685,0,1685,Roku
1685,0,28645,TF
1686,0,0,Roku
1686,0,28662,TF
1687,0,1687,Roku
1687,0,20244,TF
1688,0,0,Roku
1688,0,28696,TF
1689,0,1689,Roku
1689,0,25335,TF
1690,0,1690,Roku
1690,0,21970,TF
1691,0,0,Roku
1691,0,43966,TF
1692,0,1692,Roku
1692,0,35532,TF
1693,0,0,Roku
1693,0,23702,TF
1694,0,3388,Roku
1694,0,25410,TF
1695,0,1695,Roku
1695,0,25425,TF
1696,0,0,Roku
1696,0,22048,TF
1697,0,1697,Roku
1697,0,25455,TF
1698,0,0,Roku
1698,0,33960,TF
1699,0,1699,Roku
1699,0,22087,TF
1700,0,0,Roku
1700,0,34000,TF
1701,0,0,Roku
1701,0,25515,TF
1702,0,0,Roku
1702,1,32338,TF
1703,0,0,Roku
1703,0,34060,TF
1704,0,0,Roku
1704,0,25560,TF
1705,0,0,Roku
1705,0,28985,TF
1706,0,0,Roku
1706,0,51180,TF
1707,0,0,Roku
1707,0,30726,TF
1708,0,0,Roku
1708,0,30744,TF
1709,0,3418,Roku
1709,0,23926,TF
1710,0,0,Roku
1710,0,37620,TF
1711,0,1711,Roku
1711,0,22243,TF
1712,0,0,Roku
1712,0,15408,TF
1713,0,1713,Roku
1713,0,11991,TF
1714,0,0,Roku
1714,0,13712,TF
1715,0,1715,Roku
1715,0,22295,TF
1716,0,0,Roku
1716,0,25740,TF
1717,0,0,Roku
1717,0,27472,TF
1718,0,0,Roku
1718,0,18898,TF
1719,0,1719,Roku
1719,0,27504,TF
1720,0,0,Roku
1720,0,30960,TF
1721,0,0,Roku
1721,0,22373,TF
1722,0,1722,Roku
1722,0,20664,TF
1723,0,1723,Roku
1723,1,32737,TF
1724,0,0,Roku
1724,0,34480,TF
1725,0,1725,Roku
1725,0,29325,TF
1726,0,3452,Roku
1726,0,27616,TF
1727,0,0,Roku
1727,0,25905,TF
1728,0,0,Roku
1728,0,29376,TF
1729,0,0,Roku
1729,0,38038,TF
1730,0,0,Roku
1730,0,46710,TF
1731,0,0,Roku
1731,0,19041,TF
1732,0,0,Roku
1732,0,20784,TF
1733,0,1733,Roku
1733,0,31194,TF
1734,0,0,Roku
1734,0,20808,TF
1735,0,0,Roku
1735,0,32965,TF
1736,0,1736,Roku
1736,0,32984,TF
1737,0,0,Roku
1737,0,27792,TF
1738,0,1738,Roku
1738,0,29546,TF
1739,0,1739,Roku
1739,0,27824,TF
1740,0,0,Roku
1740,0,17400,TF
1741,0,1741,Roku
1741,0,31338,TF
1742,0,0,Roku
1742,0,26130,TF
1743,0,5229,Roku
1743,0,29631,TF
1744,0,1744,Roku
1744,0,22672,TF
1745,0,0,Roku
1745,0,26175,TF
1746,0,0,Roku
1746,0,24444,TF
1747,0,0,Roku
1747,0,27952,TF
1748,0,0,Roku
1748,0,27968,TF
1749,0,1749,Roku
1749,0,31482,TF
1750,0,1750,Roku
1750,0,29750,TF
1751,0,0,Roku
1751,0,22763,TF
1752,0,1752,Roku
1752,0,38544,TF
1753,0,0,Roku
1753,0,42072,TF
1754,0,0,Roku
1754,0,15786,TF
1755,0,0,Roku
1755,0,33345,TF
1756,0,0,Roku
1756,0,35120,TF
1757,0,1757,Roku
1757,0,29869,TF
1758,0,0,Roku
1758,0,29886,TF
1759,0,0,Roku
1759,0,22867,TF
1760,0,0,Roku
1760,0,44000,TF
1761,0,0,Roku
1761,0,31698,TF
1762,0,0,Roku
1762,0,24668,TF
1763,0,0,Roku
1763,0,31734,TF
1764,0,1764,Roku
1764,0,14112,TF
1765,0,0,Roku
1765,0,28240,TF
1766,0,0,Roku
1766,0,21192,TF
1767,0,0,Roku
1767,0,30039,TF
1768,0,0,Roku
1768,0,28288,TF
1769,0,0,Roku
1769,0,26535,TF
1770,0,1770,Roku
1770,0,28320,TF
1771,0,0,Roku
1771,0,26565,TF
1772,0,0,Roku
1772,0,28352,TF
1773,0,0,Roku
1773,0,24822,TF
1774,0,0,Roku
1774,0,23062,TF
1775,0,1775,Roku
1775,0,23075,TF
1776,0,0,Roku
1776,0,28416,TF
1777,0,0,Roku
1777,0,12439,TF
1778,0,1778,Roku
1778,0,21336,TF
1779,0,1779,Roku
1779,0,26685,TF
1780,0,0,Roku
1780,0,19580,TF
1781,0,1781,Roku
1781,0,19591,TF
1782,0,3564,Roku
1782,0,24948,TF
1783,0,1783,Roku
1783,0,16047,TF
1784,0,0,Roku
1784,0,24976,TF
1785,0,0,Roku
1785,0,26775,TF
1786,0,0,Roku
1786,0,19646,TF
1787,0,1787,Roku
1787,0,16083,TF
1788,0,3576,Roku
1788,0,32184,TF
1789,0,1789,Roku
1789,0,30413,TF
1790,0,1790,Roku
1790,1,28640,TF
1791,0,0,Roku
1791,0,35820,TF
1792,0,0,Roku
1792,1,32256,TF
1793,0,0,Roku
1793,0,21516,TF
1794,0,0,Roku
1794,0,21528,TF
1795,0,0,Roku
1795,1,26925,TF
1796,0,1796,Roku
1796,0,17960,TF
1797,0,0,Roku
1797,0,39534,TF
1798,0,1798,Roku
1798,0,25172,TF
1799,0,0,Roku
1799,0,26985,TF
1800,0,0,Roku
1800,0,27000,TF
1801,0,0,Roku
1801,0,32418,TF
1802,0,1802,Roku
1802,0,28832,TF
1803,0,1803,Roku
1803,0,36060,TF
1804,0,0,Roku
1804,0,19844,TF
1805,0,0,Roku
1805,0,28880,TF
1806,0,0,Roku
1806,0,23478,TF
1807,0,1807,Roku
1807,0,25298,TF
1808,0,5424,Roku
1808,0,18080,TF
1809,0,0,Roku
1809,0,14472,TF
1810,0,0,Roku
1810,0,36200,TF
1811,0,0,Roku
1811,0,27165,TF
1812,0,3624,Roku
1812,0,18120,TF
1813,0,0,Roku
1813,1,29008,TF
1814,0,0,Roku
1814,0,34466,TF
1815,0,1815,Roku
1815,0,19965,TF
1816,0,1816,Roku
1816,0,36320,TF
1817,0,0,Roku
1817,0,36340,TF
1818,0,0,Roku
1818,0,23634,TF
1819,0,0,Roku
1819,0,12733,TF
1820,0,5460,Roku
1820,0,32760,TF
1821,0,0,Roku
1821,0,23673,TF
1822,0,5466,Roku
1822,0,16398,TF
1823,0,0,Roku
1823,0,18230,TF
1824,0,0,Roku
1824,0,23712,TF
1825,0,0,Roku
1825,0,38325,TF
1826,0,0,Roku
1826,0,16434,TF
1827,0,1827,Roku
1827,0,27405,TF
1828,0,1828,Roku
1828,0,29248,TF
1829,0,0,Roku
1829,0,32922,TF
1830,0,0,Roku
1830,1,29280,TF
1831,0,0,Roku
1831,0,34789,TF
1832,0,1832,Roku
1832,0,27480,TF
1833,0,1833,Roku
1833,0,25662,TF
1834,0,0,Roku
1834,0,18340,TF
1835,0,0,Roku
1835,0,34865,TF
1836,0,1836,Roku
1836,0,18360,TF
1837,0,0,Roku
1837,0,20207,TF
1838,0,1838,Roku
1838,0,29408,TF
1839,0,0,Roku
1839,0,16551,TF
1840,0,1840,Roku
1840,0,20240,TF
1841,0,1841,Roku
1841,1,34979,TF
1842,0,0,Roku
1842,0,22104,TF
1843,0,0,Roku
1843,0,9215,TF
1844,0,0,Roku
1844,0,27660,TF
1845,0,0,Roku
1845,0,31365,TF
1846,0,0,Roku
1846,0,14768,TF
1847,0,0,Roku
1847,0,33246,TF
1848,0,0,Roku
1848,0,22176,TF
1849,0,0,Roku
1849,0,18490,TF
1850,0,0,Roku
1850,0,27750,TF
1851,0,1851,Roku
1851,0,24063,TF
1852,0,1852,Roku
1852,0,12964,TF
1853,0,3706,Roku
1853,0,25942,TF
1854,0,0,Roku
1854,0,12978,TF
1855,0,1855,Roku
1855,0,24115,TF
1856,0,0,Roku
1856,0,31552,TF
1857,0,0,Roku
1857,0,22284,TF
1858,0,1858,Roku
1858,0,37160,TF
1859,0,1859,Roku
1859,0,35321,TF
1860,0,0,Roku
1860,0,24180,TF
1861,0,0,Roku
1861,0,24193,TF
1862,0,0,Roku
1862,0,26068,TF
1863,0,0,Roku
1863,0,22356,TF
1864,0,0,Roku
1864,0,16776,TF
1865,0,3730,Roku
1865,0,31705,TF
1866,0,0,Roku
1866,0,24258,TF
1867,0,1867,Roku
1867,0,13069,TF
1868,0,1868,Roku
1868,0,29888,TF
1869,0,1869,Roku
1869,0,9345,TF
1870,0,1870,Roku
1870,0,37400,TF
1871,0,0,Roku
1871,0,13097,TF
1872,0,0,Roku
1872,0,9360,TF
1873,0,3746,Roku
1873,0,24349,TF
1874,0,0,Roku
1874,0,31858,TF
1875,0,1875,Roku
1875,0,26250,TF
1876,0,0,Roku
1876,0,33768,TF
1877,0,0,Roku
1877,0,22524,TF
1878,0,0,Roku
1878,0,26292,TF
1879,0,0,Roku
1879,0,20669,TF
1880,0,0,Roku
1880,0,16920,TF
1881,0,0,Roku
1881,0,16929,TF
1882,0,0,Roku
1882,0,11292,TF
1883,0,3766,Roku
1883,0,16947,TF
1884,0,0,Roku
1884,0,26376,TF
1885,0,0,Roku
1885,0,22620,TF
1886,0,0,Roku
1886,0,11316,TF
1887,0,1887,Roku
1887,0,22644,TF
1888,0,0,Roku
1888,0,18880,TF
1889,0,0,Roku
1889,0,32113,TF
1890,0,0,Roku
1890,0,15120,TF
1891,0,0,Roku
1891,0,22692,TF
1892,0,0,Roku
1892,0,22704,TF
1893,0,0,Roku
1893,0,20823,TF
1894,0,0,Roku
1894,0,30304,TF
1895,0,3790,Roku
1895,1,13265,TF
1896,0,0,Roku
1896,0,20856,TF
1897,0,0,Roku
1897,0,22764,TF
1898,0,0,Roku
1898,0,30368,TF
1899,0,1899,Roku
1899,0,18990,TF
1900,0,0,Roku
1900,0,13300,TF
1901,0,0,Roku
1901,0,15208,TF
1902,0,0,Roku
1902,0,20922,TF
1903,0,0,Roku
1903,0,26642,TF
1904,0,0,Roku
1904,0,24752,TF
1905,0,1905,Roku
1905,0,22860,TF
1906,0,1906,Roku
1906,0,28590,TF
1907,0,3814,Roku
1907,0,20977,TF
1908,0,0,Roku
1908,0,19080,TF
1909,0,0,Roku
1909,0,24817,TF
1910,0,0,Roku
1910,0,9550,TF
1911,0,0,Roku
1911,0,22932,TF
1912,0,0,Roku
1912,0,17208,TF
1913,0,0,Roku
1913,0,11478,TF
1914,0,1914,Roku
1914,0,15312,TF
1915,0,1915,Roku
1915,0,21065,TF
1916,0,1916,Roku
1916,0,13412,TF
1917,0,1917,Roku
1917,0,21087,TF
1918,0,1918,Roku
1918,0,23016,TF
1919,0,0,Roku
1919,0,17271,TF
1920,0,0,Roku
1920,1,21120,TF
1921,0,1921,Roku
1921,0,23052,TF
1922,0,0,Roku
1922,0,34596,TF
1923,0,0,Roku
1923,0,19230,TF
1924,0,3848,Roku
1924,0,23088,TF
1925,0,0,Roku
1925,0,23100,TF
1926,0,1926,Roku
1926,0,21186,TF
1927,0,0,Roku
1927,0,23124,TF
1928,0,1928,Roku
1928,0,15424,TF
1929,0,0,Roku
1929,0,17361,TF
1930,0,0,Roku
1930,0,19300,TF
1931,0,0,Roku
1931,0,11586,TF
1932,0,1932,Roku
1932,0,17388,TF
1933,0,0,Roku
1933,0,27062,TF
1934,0,3868,Roku
1934,0,15472,TF
1935,0,1935,Roku
1935,0,15480,TF
1936,0,0,Roku
1936,0,11616,TF
1937,0,0,Roku
1937,0,23244,TF
1938,0,1938,Roku
1938,0,27132,TF
1939,0,1939,Roku
1939,0,15512,TF
1940,0,0,Roku
1940,0,31040,TF
1941,0,0,Roku
1941,0,17469,TF
1942,0,1942,Roku
1942,0,19420,TF
1943,0,0,Roku
1943,0,21373,TF
1944,0,0,Roku
1944,0,29160,TF
1945,0,1945,Roku
1945,0,27230,TF
1946,0,1946,Roku
1946,0,19460,TF
1947,0,0,Roku
1947,0,11682,TF
1948,0,1948,Roku
1948,0,19480,TF
1949,0,0,Roku
1949,0,42878,TF
1950,0,1950,Roku
1950,0,21450,TF
1951,0,0,Roku
1951,0,19510,TF
1952,0,0,Roku
1952,0,35136,TF
1953,0,0,Roku
1953,0,21483,TF
1954,0,0,Roku
1954,0,33218,TF
1955,0,0,Roku
1955,1,15640,TF
1956,0,0,Roku
1956,0,11736,TF
1957,0,0,Roku
1957,0,17613,TF
1958,0,0,Roku
1958,0,19580,TF
1959,0,0,Roku
1959,0,17631,TF
1960,0,0,Roku
1960,0,21560,TF
1961,0,1961,Roku
1961,0,23532,TF
1962,0,1962,Roku
1962,0,25506,TF
1963,0,0,Roku
1963,0,23556,TF
1964,0,0,Roku
1964,0,19640,TF
1965,0,0,Roku
1965,0,27510,TF
1966,0,0,Roku
1966,0,23592,TF
1967,0,0,Roku
1967,0,11802,TF
1968,0,1968,Roku
1968,0,15744,TF
1969,0,0,Roku
1969,0,13783,TF
1970,0,0,Roku
1970,0,21670,TF
1971,0,0,Roku
1971,0,17739,TF
1972,0,0,Roku
1972,0,29580,TF
1973,0,0,Roku
1973,0,17757,TF
1974,0,1974,Roku
1974,0,25662,TF
1975,0,0,Roku
1975,0,25675,TF
1976,0,1976,Roku
1976,0,25688,TF
1977,0,0,Roku
1977,0,27678,TF
1978,0,0,Roku
1978,0,17802,TF
1979,0,0,Roku
1979,0,31664,TF
1980,0,0,Roku
1980,0,11880,TF
1981,0,0,Roku
1981,0,25753,TF
1982,0,1982,Roku
1982,0,19820,TF
1983,0,0,Roku
1983,0,9915,TF
1984,0,1984,Roku
1984,0,19840,TF
1985,0,0,Roku
1985,0,9925,TF
1986,0,0,Roku
1986,0,21846,TF
1987,0,0,Roku
1987,0,15896,TF
1988,0,1988,Roku
1988,0,11928,TF
1989,0,1989,Roku
1989,0,19890,TF
1990,0,0,Roku
1990,0,11940,TF
1991,0,0,Roku
1991,0,19910,TF
1992,0,0,Roku
1992,0,17928,TF
1993,0,0,Roku
1993,0,31888,TF
1994,0,0,Roku
1994,0,9970,TF
1995,0,0,Roku
1995,0,11970,TF
1996,0,1996,Roku
1996,0,13972,TF
1997,0,0,Roku
1997,0,7988,TF
1998,0,0,Roku
1998,0,11988,TF
1999,0,1999,Roku
1999,0,21989,TF
2000,0,2000,Roku
2000,0,16000,TF
2001,0,0,Roku
2001,0,16008,TF
2002,0,4004,Roku
2002,0,22022,TF
2003,0,0,Roku
2003,0,20030,TF
2004,0,0,Roku
2004,0,14028,TF
2005,0,0,Roku
2005,0,26065,TF
2006,0,2006,Roku
2006,0,12036,TF
2007,0,2007,Roku
2007,0,16056,TF
2008,0,0,Roku
2008,0,28112,TF
2009,0,2009,Roku
2009,0,12054,TF
2010,0,2010,Roku
2010,0,12060,TF
2011,0,0,Roku
2011,0,38209,TF
2012,0,0,Roku
2012,0,20120,TF
2013,0,0,Roku
2013,0,24156,TF
2014,0,0,Roku
2014,0,26182,TF
2015,0,0,Roku
2015,0,16120,TF
2016,0,2016,Roku
2016,0,16128,TF
2017,0,0,Roku
2017,1,18153,TF
2018,0,2018,Roku
2018,0,20180,TF
2019,0,0,Roku
2019,0,18171,TF
2020,0,0,Roku
2020,0,24240,TF
2021,0,0,Roku
2021,0,26273,TF
2022,0,0,Roku
2022,1,28308,TF
2023,0,0,Roku
2023,0,28322,TF
2024,0,2024,Roku
2024,0,20240,TF
2025,0,2025,Roku
2025,0,22275,TF
2026,0,0,Roku
2026,0,18234,TF
2027,0,0,Roku
2027,0,14189,TF
2028,0,0,Roku
2028,0,10140,TF
2029,0,0,Roku
2029,0,26377,TF
2030,0,2030,Roku
2030,0,14210,TF
2031,0,0,Roku
2031,0,12186,TF
2032,0,0,Roku
2032,0,16256,TF
2033,0,0,Roku
2033,0,14231,TF
2034,0,0,Roku
2034,0,22374,TF
2035,0,0,Roku
2035,1,18315,TF
2036,0,2036,Roku
2036,0,16288,TF
2037,0,0,Roku
2037,0,28518,TF
2038,0,0,Roku
2038,0,12228,TF
2039,0,0,Roku
2039,0,18351,TF
2040,0,0,Roku
2040,0,34680,TF
2041,0,0,Roku
2041,0,18369,TF
2042,0,4084,Roku
2042,0,22462,TF
2043,0,0,Roku
2043,0,8172,TF
2044,0,0,Roku
2044,0,24528,TF
2045,0,0,Roku
2045,0,8180,TF
2046,0,0,Roku
2046,0,20460,TF
2047,0,0,Roku
2047,0,18423,TF
2048,0,0,Roku
2048,0,6144,TF
2049,0,4098,Roku
2049,0,12294,TF
2050,0,0,Roku
2050,0,32800,TF
2051,0,2051,Roku
2051,0,18459,TF
2052,0,0,Roku
2052,0,28728,TF
2053,0,0,Roku
2053,0,16424,TF
2054,0,0,Roku
2054,0,28756,TF
2055,0,2055,Roku
2055,0,24660,TF
2056,0,2056,Roku
2056,0,16448,TF
2057,0,0,Roku
2057,0,14399,TF
2058,0,2058,Roku
2058,0,20580,TF
2059,0,2059,Roku
2059,0,14413,TF
2060,0,6180,Roku
2060,0,18540,TF
2061,0,2061,Roku
2061,0,22671,TF
2062,0,0,Roku
2062,0,16496,TF
2063,0,2063,Roku
2063,0,16504,TF
2064,0,0,Roku
2064,0,10320,TF
2065,0,0,Roku
2065,0,24780,TF
2066,0,0,Roku
2066,0,12396,TF
2067,0,0,Roku
2067,0,18603,TF
2068,0,0,Roku
2068,0,26884,TF
2069,0,0,Roku
2069,0,10345,TF
2070,0,0,Roku
2070,0,26910,TF
2071,0,2071,Roku
2071,0,16568,TF
2072,0,0,Roku
2072,0,14504,TF
2073,0,2073,Roku
2073,0,10365,TF
2074,0,4148,Roku
2074,0,16592,TF
2075,0,2075,Roku
2075,0,14525,TF
2076,0,2076,Roku
2076,0,16608,TF
2077,0,2077,Roku
2077,0,14539,TF
2078,0,0,Roku
2078,1,18702,TF
2079,0,0,Roku
2079,0,12474,TF
2080,0,0,Roku
2080,0,18720,TF
2081,0,0,Roku
2081,0,20810,TF
2082,0,2082,Roku
2082,0,22902,TF
2083,0,2083,Roku
2083,0,18747,TF
2084,0,0,Roku
2084,0,16672,TF
2085,0,0,Roku
2085,0,18765,TF
2086,0,0,Roku
2086,0,20860,TF
2087,0,2087,Roku
2087,0,14609,TF
2088,0,2088,Roku
2088,0,10440,TF
2089,0,0,Roku
