"Freq","Group","Mean","HDIup","HDIlo","Mean_diff","Ratio"
84,"TF",0.0000512259594427577,0.0000565346833051004,0.0000460790296103735,0.0000627997819349351,0.550750919714878
85,"Roku",0.000101784494465839,0.000146650889409619,0.0000619907144761297,0.0000498462174168175,0.489723092681343
85,"TF",0.000051938277049021,0.0000568595942923674,0.0000465894195612901,0.0000498462174168175,0.489723092681343
86,"Roku",0.0000907039388375523,0.000133467794026432,0.0000511835898105196,0.0000385362470607402,0.424857481986061
86,"TF",0.0000521676917768121,0.0000567753794960167,0.0000468823130964213,0.0000385362470607402,0.424857481986061
87,"Roku",0.0000889997966226743,0.000138678618450352,0.000052940076233876,0.0000362282672105402,0.407060112329632
87,"TF",0.0000527715294121341,0.0000582101641976872,0.0000479008591009866,0.0000362282672105402,0.407060112329632
88,"Roku",0.000100739276913666,0.00014441963050188,0.0000609132374869788,0.0000466674571093789,0.463249871739433
88,"TF",0.0000540718198042868,0.0000594725036145417,0.0000493275137250919,0.0000466674571093789,0.463249871739433
89,"Roku",0.0000562987957675508,0.0000893603746123376,0.0000211254354148367,0.00000629069531598519,0.111737653181047
89,"TF",0.0000500081004515657,0.0000547671279981841,0.0000449949320829289,0.00000629069531598519,0.111737653181047
90,"Roku",0.000115457377933349,0.000162063772002361,0.0000715839658283094,0.0000656680470438518,0.568764406565343
90,"TF",0.0000497893308894973,0.000054715422290475,0.0000449750234455924,0.0000656680470438518,0.568764406565343
91,"Roku",0.0000799679456679176,0.000118632032583935,0.0000416157367455052,0.0000295146980967039,0.36908160951476
91,"TF",0.0000504532475712137,0.0000551787644065751,0.0000447261153904206,0.0000295146980967039,0.36908160951476
92,"Roku",0.0000967316913820648,0.000144796802846451,0.0000549771185281382,0.0000427464531466429,0.441907430087267
92,"TF",0.0000539852382354219,0.0000590629962213838,0.0000489756729999723,0.0000427464531466429,0.441907430087267
93,"Roku",0.000110094515427907,0.000155030477055203,0.0000609369508733143,0.0000610779407787524,0.554777325113421
93,"TF",0.0000490165746491544,0.0000539399048097354,0.0000438879797896637,0.0000610779407787524,0.554777325113421
94,"Roku",0.000081163705973099,0.000123766576460175,0.00003454661172328,0.0000309681697717135,0.381551943697317
94,"TF",0.0000501955362013855,0.0000551251441087949,0.0000448709700141686,0.0000309681697717135,0.381551943697317
95,"Roku",0.0000379294830218433,0.0000707527629710783,0.0000117643173919566,-0.0000126312909562908,-0.333020382825059
95,"TF",0.0000505607739781341,0.0000559203398230814,0.0000455098066000754,-0.0000126312909562908,-0.333020382825059
96,"Roku",0.000076950205004416,0.000123443214826321,0.0000372233855944741,0.0000276286982540862,0.35904645416475
96,"TF",0.0000493215067503299,0.0000539163776934089,0.0000441076552971818,0.0000276286982540862,0.35904645416475
97,"Roku",0.0000455849784739922,0.0000771025300373059,0.000015397488744505,-0.00000181076735766929,-0.0397228959689516
97,"TF",0.0000473957458316615,0.0000528976131584666,0.0000429355254248873,-0.00000181076735766929,-0.0397228959689516
98,"Roku",0.0000956988572733518,0.000141310993149058,0.0000520379653795676,0.0000503289077077547,0.525909181590293
98,"TF",0.0000453699495655971,0.0000502163609581007,0.0000403651105328866,0.0000503289077077547,0.525909181590293
99,"Roku",0.0000604190955213298,0.000100937472168038,0.0000251954460678821,0.0000124311594531794,0.205748850523438
99,"TF",0.0000479879360681504,0.0000525159129762268,0.0000426055723062693,0.0000124311594531794,0.205748850523438
100,"Roku",0.0000588456988904827,0.0000974397580618657,0.0000234619089162244,0.00000845261042533676,0.143640241932853
100,"TF",0.0000503930884651459,0.000056479369555223,0.0000455162503268686,0.00000845261042533676,0.143640241932853
